RecalledWord,StudyPosition,Block
GLASSES,1,1
JEANS,2,1
SPICE,3,1
EFFECT,4,1
BALL ,5,1
SMART,6,1
CASTLE,7,1
TIRED,8,1
WATER,9,1
BOSS,10,1
FINISH,11,1
PAPER,12,1
SURE,13,1
ITCH,14,1
MAID,15,1
BANK,16,1
SOFT,17,1
PRIDE,18,1
SNEEZE,19,1
SMALL,20,1
SLEEP,21,1
WANT,22,1
FRONT,23,1
UNCLEAR,24,1
CARRY,25,1
COPY,26,1
FIRE,27,1
MONKEY,28,1
MINIMUM,29,1
LETTER,30,1
SILK,31,1
PLAN,32,1
ENGLISH,33,1
ALLOW,34,1
LARGE,35,1
NINE,36,1
CAKE,37,1
OVEN,38,1
PENCIL,39,1
HELLO,40,1
MAD,41,1
ONCE,42,1
GAME,1,2
NONE,2,2
HAIR,3,2
PROBLEM,4,2
TAKE,5,2
LOSE,6,2
SOUR,7,2
MAYBE,8,2
COLLECT,9,2
YEAR,10,2
STRANGE,11,2
LETTUCE,12,2
BREAK,13,2
DRESS,14,2
HAPPY,15,2
CHOOSE,16,2
JACKET,17,2
BELL,18,2
STREET,19,2
SICK,20,2
STORE,21,2
SING,22,2
CHURCH,23,2
VOLCANO,24,2
STICKY,25,2
SHIP,26,2
LAUGH,27,2
MUSIC ,28,2
FOOD,29,2
CLEAR,30,2
SMELL,31,2
DESERT,32,2
WARM,33,2
BOARD,34,2
TALK,35,2
MAGIC,36,2
FIND,37,2
LOVE,38,2
ROOF,39,2
SWORD,40,2
TREE,41,2
HEAR,42,2
THANKS,1,3
SPIT,2,3
STAMP,3,3
QUIET,4,3
VOTE,5,3
MARRY,6,3
DISAGREE,7,3
CLOWN,8,3
EXACT,9,3
DRUGS,10,3
SHALLOW,11,3
RENT,12,3
CHILD,13,3
PURPOSE,14,3
THIN,15,3
YOUNG,16,3
CARD,17,3
TRAILER,18,3
PACKAGE,19,3
PLANE ,20,3
TOOL,21,3
KNIFE,22,3
NECK,23,3
DRAW,24,3
SHERIFF,25,3
SCISSORS,26,3
REAL,27,3
RAIN,28,3
POTATO,29,3
TOCK,30,3
SILVER,31,3
MANY,32,3
PIECE,33,3
SLIDE,34,3
WRONG,35,3
BUSH,36,3
STRIPE,37,3
SAME,38,3
DEATH,39,3
ANNOY,40,3
HATE,41,3
EXCUSE,42,3
NIGHTS,1,4
HEAD,2,4
TOUCH,3,4
SPOTS,4,4
CLASS,5,4
SUBJECT,6,4
WOOD,7,4
LIGHT,8,4
KNIT,9,4
UNDER,10,4
PENNY,11,4
SHIRT,12,4
SHEEP,13,4
TOWN,14,4
WRITE,15,4
MILK,16,4
BREAD,17,4
MOVE,18,4
MATH,19,4
STEAL,20,4
STUPID,21,4
CELL,22,4
GRAVE,23,4
BRAIN,24,4
ROSE,25,4
PROPER,26,4
BABY,27,4
STRESS,28,4
GRAND,29,4
REPEAT,30,4
ARMS,31,4
BIKE,32,4
DOCTOR,33,4
SELF,34,4
SKIN,35,4
FAKE,36,4
CLIMB,37,4
EXPLODE,38,4
TOOTH,39,4
GUILT,40,4
RULE,41,4
STING,42,4
