Participant,Prime,Prime_Duration,rt,Response
KS2,KEEP,66.36500001,83,XXXXX
KS2,FAUNA,59.31499999,1267.745,XXXXX
KS2,EFFIGY,66.255,767.205,XXXXX
KS2,MIDLAND,66.785,816.765,XXXXX
KS2,SPAN,67.02,983.76,SPAM
KS2,SPUN,66.575,5821.24,SPAM
KS2,SHAVE,66.67499999,800.065,XXXXX
KS2,PIAZZA,66.68999999,1317.305,PIZZA
KS2,CEASE,67.37500001,1484.335,CHASE
KS2,MORAL,66.34000001,1717.79,XXXXX
KS2,ERUPT,66.775,1317.225,ERRUPT
KS2,MEET,56.84999999,383.365,XXXXX
KS2,HOSTEL,66.53500001,1417.68,HOTEL
KS2,SUIT,66.71,367.12,XXXXX
KS2,SNAP,66.36,984.25,SNAP
KS2,TRIVIA,57.49000001,1334.56,TRAP
KS2,PEEP,66.565,316.945,XXXXX
KS2,WIND,66.905,1351.01,WIND
KS2,FREAK,66.93,1050.945,FREAK
KS2,UNEASY,66.75,651.105,XXXXX
KS2,TOTALLY,66.475,300.4,XXXXX
KS2,LEND,66.68,834.06,LINK
KS2,REACTOR,66.815,1317.435,FACTOR
KS2,VOID,59.955,1350.475,AVOID
KS2,FOREST,66.865,1484.385,FORREST
KS2,PULL,66.435,349.98,XXXXX
KS2,MUZZLE,66.58499999,1984.74,MUSCLE
KS2,CLAW,62.25,1084.275,CLOWN
KS2,DAMAGE,66.34,1300.905,DAMAGE
KS2,TRAITOR,66.82000001,1451.055,TRAITOR
KS2,CHEER,66.53,2001.425,CHEF
KS2,RESUME,66.85,1434.21,RESUME
KS2,CHEAT,66.66499999,2351.68,WAITER
KS2,VODKA,61.04499999,833.52,BAKE
KS2,LYNX,66.89999999,377.97,XXXXX
KS2,SPUNK,66.85500001,617.155,XXXXX
KS2,CORNER,66.77,2318.685,CHAIR
KS2,STARK,66.935,316.94,XXXXX
KS2,OPTION,66.555,1233.8,PRISON
KS2,FLAK,66.935,66.35000001,XXXXX
