DelayedWord,DelayedRT
YELLOW,2682.82
ORANGE,1883.725
THEATRE,5366.66
KISS,2316.685
KILL,1634.83
OCEAN,2065.71
FLOWER,3902.92
LAWYER,5167.81
WHERE,5567.065
DOOR,4198.97
,8000.245
TURTLE,6251.19
WAVE,6701.57
WHISPER,1732.62
,8000.685
,8000.435
LUNCH,3598.8
BLACK,7751.11
WHITE,1215.62
OBEY,5117.24
SMOOTH,6523.455
STAIRS,3484.06
,8000.625
,7999.46
,7999.265
TEACHER,5934.175
,7999.38
,8003.12
SECRET,4067.065
MOVIE,3165.99
,8006.635
,8001.66
,7998.21
,7991.755
,8000.425
,8001.765
FALL,4798.955
LAKE,1049.94
LEAF,3399.885
,8000.545
,8001.13
,8000.815
,7999.37
,7999.625
,8001.535
,8002.325
,7999.275
GRAY,3182.305
,8002.1
EARL,1315.32
LATE,3399.405
,7999.335
,7999.325
,7999.38
,8000.075
,8001.475
,8000.54
,7999.04
,8000.99
BEACH,2935
SAND,1216.685
,8000.54
,7999.115
,8000.97
,7999.285
,8000.97
ADD,7099.33
MINUS,1748.53
,8000.455
,8000.505
,7997.45
,7998.895
,8000.55
,7999.72
,8000.255
,7999.99
,8001.905
,7999.38
,8002.115
PICKLE,2016.88
,8000.34
,7997.35
,7999.425
FART,1784.795
,9708.375
,8000.295
,6437.8
