RecalledWord,StudyPosition,Block
NECK,1,1
STRIPE,2,1
SAME,3,1
EXCUSE,4,1
TOOL,5,1
EXACT,6,1
DISAGREE,7,1
TRAILER,8,1
TOCK,9,1
PIECE,10,1
CHILD,11,1
PACKAGE,12,1
SILVER,13,1
RAIN,14,1
RENT,15,1
DEATH,16,1
HATE,17,1
PURPOSE,18,1
WRONG,19,1
STAMP,20,1
ANNOY,21,1
QUIET,22,1
SPIT,23,1
SHERIFF,24,1
BUSH,25,1
THIN,26,1
CLOWN,27,1
DRUGS,28,1
SLIDE,29,1
SHALLOW,30,1
DRAW,31,1
THANKS,32,1
MANY,33,1
MARRY,34,1
POTATO,35,1
PLANE ,36,1
VOTE,37,1
REAL,38,1
KNIFE,39,1
CARD,40,1
YOUNG,41,1
,42,1
MILK,1,2
STRESS,2,2
WOOD,3,2
FAKE,4,2
SHIRT,5,2
DOCTOR,6,2
SHEEP,7,2
CLASS,8,2
SELF,9,2
ROSE,10,2
ARMS,11,2
SUBJECT,12,2
CELL,13,2
RULE,14,2
STEAL,15,2
LIGHT,16,2
REPEAT,17,2
NIGHTS,18,2
TOWN,19,2
WRITE,20,2
BABY,21,2
SKIN,22,2
HEAD,23,2
GUILT,24,2
BIKE,25,2
PENNY,26,2
MOVE,27,2
MATH,28,2
BRAIN,29,2
BREAD,30,2
GRAND,31,2
TOOTH,32,2
STING,33,2
KNIT,34,2
TOUCH,35,2
UNDER,36,2
GRAVE,37,2
STUPID,38,2
PROPER,39,2
EXPLODE,40,2
CLIMB,41,2
,42,2
LARGE,1,3
CASTLE,2,3
WATER,3,3
PRIDE,4,3
MAID,5,3
FRONT,6,3
SOFT,7,3
SMALL,8,3
NINE,9,3
MAD,10,3
SPICE,11,3
SMART,12,3
SILK,13,3
JEANS,14,3
MONKEY,15,3
CAKE,16,3
TIRED,17,3
PLAN,18,3
BANK,19,3
ENGLISH,20,3
CARRY,21,3
OVEN,22,3
BOSS,23,3
ONCE,24,3
EFFECT,25,3
COPY,26,3
LETTER,27,3
WANT,28,3
ALLOW,29,3
MINIMUM,30,3
PAPER,31,3
UNCLEAR,32,3
PENCIL,33,3
HELLO,34,3
SLEEP,35,3
GLASSES,36,3
SNEEZE,37,3
FINISH,38,3
FIRE,39,3
SURE,40,3
ITCH,41,3
,42,3
SMELL,1,4
MUSIC ,2,4
HAIR,3,4
SING,4,4
BREAK,5,4
CHURCH,6,4
CLEAR,7,4
LOSE,8,4
PROBLEM,9,4
SOUR,10,4
TAKE,11,4
WARM,12,4
SHIP,13,4
NONE,14,4
COLLECT,15,4
STORE,16,4
FIND,17,4
HAPPY,18,4
YEAR,19,4
SWORD,20,4
STRANGE,21,4
LOVE,22,4
MAYBE,23,4
TALK,24,4
GAME,25,4
LETTUCE,26,4
ROOF,27,4
HEAR,28,4
DRESS,29,4
FOOD,30,4
MAGIC,31,4
DESERT,32,4
JACKET,33,4
TREE,34,4
STICKY,35,4
STREET,36,4
LAUGH,37,4
VOLCANO,38,4
SICK,39,4
BOARD,40,4
BELL,41,4
,42,4
