DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
FREE,3687.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TREE,783.945,Studied,35,4,Identical,12,Identical,TREE,NA,NA,identical,12,4
SCAM,617.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SPOON,2285.155,NA,NA,NA,Unrelated,24,Unrelated,SPOON,NA,NA,unrelated,,
,7991.63,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
SOUR,4621.265,Studied,NA,NA,NA,5,NA,NA,NA,NA,unrelated,,
SWOLEN,3303.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SMALL,5221.915,Studied,NA,NA,NA,12,NA,NA,NA,NA,unrelated,,
CHILD,850.2100001,Studied,NA,NA,NA,2,NA,NA,NA,NA,unrelated,,
ANNOYING,1017.475,Studied,NA,NA,NA,6,NA,NA,NA,NA,unrelated,,
PLANE,5188.22,Studied,NA,NA,NA,9,NA,NA,NA,NA,unrelated,,
REGARD,2619.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BEYOND,1934.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BOARD,6439.405,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
DESERT,1735.085,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
VOLCANO,1184.565,Studied,NA,NA,NA,11,NA,NA,NA,NA,unrelated,,
WARM,583.875,Studied,NA,NA,NA,13,NA,NA,NA,NA,unrelated,,
DRESS,2202.415,Studied,NA,NA,NA,30,NA,NA,NA,NA,identical,30,4
WATER,1217.84,Studied,NA,NA,NA,4,NA,NA,NA,NA,unrelated,,
SAD,1100.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,4820.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BUTTER,4086.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CHURCH,6389.61,Studied,NA,NA,NA,24,NA,NA,NA,NA,identical,24,4
