Participant,Prime,Prime_Duration,rt,Response
RK,OPTION,65.945,1715.685,POTION
RK,LYNX,66.715,8012.265,POT
RK,TRAITOR,66.17999999,5281.54,TRASH
RK,PULL,67.05000001,8000.545,SHEQUALEQUA
RK,FAUNA,66.275,8000.04,EQUAO
RK,LEND,66.28,8000.865,POLL
RK,CORNER,68.155,3534.55,GARNER
RK,ERUPT,66.58499999,4798.315,INTERRUPT
RK,FREAK,66.32,4533.265,FREAK
RK,CEASE,66.53,7999.73,XXXXX
RK,TRIVIA,66.065,4549.315,TRIVIA
RK,SPUNK,67.425,3884.39,SPUNK
RK,VODKA,66.465,2048.05,AVOID
RK,UNEASY,66.31,3246.55,BUY
RK,DAMAGE,65.02,3449.555,DAMAGE
RK,SUIT,66.325,6100.2,XXXXX
RK,STARK,66.205,3100.515,SERIOUS
RK,SHAVE,67.91999999,8001.225,XXXXX
RK,CHEER,67.82,1918.355,CHEER
RK,VOID,66.23500001,3449.95,VOICE
RK,SPUN,64.555,3451.99,SPEED
RK,MEET,65.775,1665.595,MEET
RK,HOSTEL,65.31,2750.525,HOSPITAL
RK,REACTOR,67.98,2966.175,CHURCH
RK,TOTALLY,67.755,3649.525,HUNGRY
RK,MUZZLE,66.02,4432.72,MUZZLE
RK,PIAZZA,65.615,3282.215,PICTURE
RK,CLAW,67.18999999,2766.355,SWAMP
RK,CHEAT,66.68,1831.92,CHEAP
RK,PEEP,67.095,1884.405,SPEAR
RK,SNAP,66.62,8000.52,XXXXX
RK,KEEP,67.225,2565.185,CHEER
RK,MORAL,67.045,2131.235,MORAL
RK,FLAK,66.72,4784.38,LOYAL
RK,WIND,66.33,1583.81,WIND
RK,FOREST,66.635,1923.725,FOREST
RK,MIDLAND,66.685,3450.59,MEDIUM
RK,RESUME,67.865,2866.755,REST
RK,SPAN,68.065,3532.57,PLANS
RK,EFFIGY,66.42,3732.72,EFFICIENT
