DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
,7999.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SH,7998.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SHIP,7999.91,Studied,19,1,NA,12,Identical,MAYBE,NA,NA,unrelated,,
MOAT,8001.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NEIGHBOOR,8011.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TISSUE,7999.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
WRECK,8000.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GRAVE,7998.715,Studied,10,3,NA,16,Related,SHIFT,MOVE,NA,unrelated,,
BABY,7999.41,Studied,14,3,NA,17,Identical,STEAL,NA,NA,unrelated,,
,7999.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,3016.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
