RecalledWord,StudyPosition,Block
BRANCH,1,1
INHALE,2,1
SUPPER,3,1
BUCKET,4,1
HUNGER,5,1
BORROW,6,1
WINTER,7,1
NAVY,8,1
SLOW,9,1
PURPLE,10,1
LOOK,11,1
PAIN,12,1
MOTHER,13,1
TENNIS,14,1
READ,15,1
CLUE,16,1
BUTTER,17,1
LESS,18,1
SOAP,19,1
NEWS,20,1
SQUARE,21,1
NOSE,22,1
MIDDLE,23,1
VERB,24,1
TEST,25,1
WILD,26,1
THREAD,27,1
KIDNAP,28,1
WAITER,29,1
SPIDER,30,1
ARGUE,31,1
TOES,32,1
THIRST,33,1
BALLET,34,1
STATES,35,1
FIRST,36,1
SEEK,37,1
TOUR,38,1
ALIVE,39,1
CANDLE,40,1
MOST,41,1
CHAIN,42,1
SHOVE,1,2
BEHIND,2,2
UNCLE,3,2
WHOLE,4,2
CLOCK,5,2
FOUND,6,2
ENTER,7,2
GIRLS,8,2
DOLLAR,9,2
CLOSE,10,2
THROW,11,2
LEAVES,12,2
EARLY,13,2
CANCER,14,2
BEFORE,15,2
MUSCLE,16,2
PHONE,17,2
CORAL,18,2
LEMON,19,2
SHORT,20,2
QUEEN,21,2
TEETH,22,2
OFFICE,23,2
FENCE,24,2
MEAN,25,2
ANIMAL,26,2
HORSE,27,2
TIGER,28,2
YOURS,29,2
PLANT,30,2
GRASS,31,2
WHERE,32,2
MINUTE,33,2
MINUS,34,2
THERE,35,2
SPOON,36,2
PEPPER,37,2
SHARK,38,2
QUART,39,2
WORST,40,2
ROCK,41,2
FINGER,42,2
STORY,1,3
SONG,2,3
STREAM,3,3
DREAM,4,3
CHEESE,5,3
NUMBER,6,3
WEST,7,3
SMOOTH,8,3
GUITAR,9,3
SHEETS,10,3
CLAM,11,3
HORN,12,3
RIGHT,13,3
MONEY,14,3
STAIRS,15,3
NEPHEW,16,3
YELLOW,17,3
WEIGHT,18,3
CHAIR,19,3
OUTTAKE,20,3
NICKEL,21,3
STOP,22,3
SELLER,23,3
DAGGER,24,3
CHANGE,25,3
CRACKER,26,3
BEACH,27,3
TWELVE,28,3
BOMB,29,3
FLOWER,30,3
EGGS,31,3
FISH,32,3
ORANGE,33,3
BIRD,34,3
WORK,35,3
JAIL,36,3
GLORY,37,3
GROSS,38,3
PICKLE,39,3
LENGTH,40,3
FRIGHT,41,3
LAWYER,42,3
KISS,1,4
LAND,2,4
STOMACH,3,4
TRASH,4,4
SMOKE,5,4
MINOR,6,4
WORLD,7,4
SWAMP,8,4
LEARN,9,4
DUSK,10,4
SMILE,11,4
CAMP,12,4
PRESENT,13,4
SORRY,14,4
BELOW,15,4
GEEK,16,4
SOUTH,17,4
JUMP,18,4
HOOP,19,4
ROAD,20,4
TIGHT,21,4
SWEET,22,4
WHEAT,23,4
NOISE,24,4
BRIDE,25,4
DEVIL,26,4
SHOES,27,4
STARS,28,4
FROG,29,4
POUND,30,4
FIVE,31,4
DEAF,32,4
BLACK,33,4
DOOR,34,4
KILL,35,4
PICTURE,36,4
LAKE,37,4
GHOST,38,4
TRAIN,39,4
HOTEL,40,4
THIEF,41,4
DIRT,42,4
