Participant,Prime,Prime_Duration,rt,Response
JC2,CHEER,66.11499999,1466.735,CHEER
JC2,FLAK,66.605,2699.535,XXXXX
JC2,TRIVIA,67.81499999,1899.76,TRIVIA
JC2,RESUME,67.48,2900.67,XXXXX
JC2,WIND,66.51,1000.01,WIND
JC2,CHEAT,66.36500001,2316.54,EXPORT
JC2,KEEP,66.765,1183.56,XXXXX
JC2,CEASE,66.75999999,1417.645,CEASE
JC2,DAMAGE,65.99,2450.01,DAMAGE
JC2,FAUNA,67.01999999,1232.04,FAUN
JC2,MIDLAND,68.18,3700.16,MIDLAND
JC2,CLAW,66.23000003,1232,CLAM
JC2,VODKA,66.995,917.405,XXXXX
JC2,CORNER,66.75999999,3249.44,CORNER
JC2,SUIT,65.42,834.405,PRINT
JC2,REACTOR,66.92499999,1535.05,ACCESS
JC2,HOSTEL,66.555,1401.13,HOTEL
JC2,OPTION,66.52000002,1500.515,PETITION
JC2,MEET,65.36500002,298.79,XXXXX
JC2,ERUPT,65.875,1600.365,ERUPT
JC2,LYNX,67.27499998,450.055,XXXXX
JC2,LEND,66.68000002,1983.525,LEGEND
JC2,SPUN,67.495,983.315,SPIN
JC2,STARK,66.68500003,83.21999997,XXXXX
JC2,TOTALLY,66.72999999,1549.58,TOTAL
JC2,PULL,66.93999999,2166.1,POPULAR
JC2,MORAL,67.60000001,316.535,XXXXX
JC2,SHAVE,67.00500002,734.195,SHAVE
JC2,SNAP,66.525,983.745,KIDNAP
JC2,PEEP,66.75500001,1017.45,SLEEP
JC2,SPUNK,66.12999999,1632.92,PUNK
JC2,MUZZLE,66.19000001,2317.715,MUZZLE
JC2,FOREST,67.17999998,882.77,FOREST
JC2,FREAK,65.145,2064.88,XXXXX
JC2,SPAN,67.61,1500.315,SPAIN
JC2,VOID,66.54999999,1366.24,AVOID
JC2,TRAITOR,65.975,1466.95,TRAITOR
JC2,UNEASY,66.27499999,1416.725,UNEASY
JC2,PIAZZA,66.32000001,1080.845,PIZZA
JC2,EFFIGY,66.19000001,899.91,XXXXX
