RecalledWord,StudyPosition,Block
SLIDE,1,1
HATE,2,1
SPIT,3,1
DISAGREE,4,1
ANNOY,5,1
DEATH,6,1
TOOL,7,1
WRONG,8,1
CHILD,9,1
MANY,10,1
SILVER,11,1
THIN,12,1
DRAW,13,1
SAME,14,1
STRIPE,15,1
POTATO,16,1
PIECE,17,1
DRUGS,18,1
BUSH,19,1
PURPOSE,20,1
CLOWN,21,1
TRAILER,22,1
VOTE,23,1
RENT,24,1
EXCUSE,25,1
SCISSORS,26,1
QUIET,27,1
THANKS,28,1
KNIFE,29,1
EXACT,30,1
STAMP,31,1
SHERIFF,32,1
CARD,33,1
PLANE ,34,1
YOUNG,35,1
NECK,36,1
REAL,37,1
PACKAGE,38,1
SHALLOW,39,1
RAIN,40,1
MARRY,41,1
,42,1
BREAD,1,2
TOUCH,2,2
TOWN,3,2
SKIN,4,2
NIGHTS,5,2
MILK,6,2
SPOTS,7,2
DOCTOR,8,2
STEAL,9,2
RULE,10,2
ARMS,11,2
WOOD,12,2
REPEAT,13,2
CLASS,14,2
HEAD,15,2
PROPER,16,2
SHIRT,17,2
MOVE,18,2
ROSE,19,2
STRESS,20,2
BRAIN,21,2
SHEEP,22,2
STING,23,2
BIKE,24,2
TOOTH,25,2
WRITE,26,2
MATH,27,2
UNDER,28,2
LIGHT,29,2
GRAND,30,2
SUBJECT,31,2
GUILT,32,2
STUPID,33,2
BABY,34,2
GRAVE,35,2
FAKE,36,2
PENNY,37,2
SELF,38,2
CLIMB,39,2
CELL,40,2
EXPLODE,41,2
,42,2
TIRED,1,3
SNEEZE,2,3
ONCE,3,3
MAID,4,3
WANT,5,3
HELLO,6,3
SOFT,7,3
ENGLISH,8,3
LARGE,9,3
FINISH,10,3
BANK,11,3
UNCLEAR,12,3
PENCIL,13,3
PAPER,14,3
ALLOW,15,3
EFFECT,16,3
SMALL,17,3
SILK,18,3
SMART,19,3
ITCH,20,3
MONKEY,21,3
COPY,22,3
GLASSES,23,3
CAKE,24,3
FRONT,25,3
OVEN,26,3
WATER,27,3
SURE,28,3
MINIMUM,29,3
NINE,30,3
SPICE,31,3
LETTER,32,3
PLAN,33,3
JEANS,34,3
MAD,35,3
CARRY,36,3
PRIDE,37,3
BALL ,38,3
FIRE,39,3
SLEEP,40,3
BOSS,41,3
,42,3
GAME,1,4
SMELL,2,4
LOVE,3,4
BELL,4,4
TALK,5,4
MAGIC,6,4
HAPPY,7,4
SING,8,4
SWORD,9,4
SICK,10,4
COLLECT,11,4
STORE,12,4
STRANGE,13,4
BREAK,14,4
TREE,15,4
STREET,16,4
MAYBE,17,4
HAIR,18,4
DRESS,19,4
FIND,20,4
WARM,21,4
LAUGH,22,4
HEAR,23,4
TAKE,24,4
YEAR,25,4
MUSIC ,26,4
JACKET,27,4
CHURCH,28,4
LOSE,29,4
SOUR,30,4
CHOOSE,31,4
CLEAR,32,4
LETTUCE,33,4
NONE,34,4
ROOF,35,4
PROBLEM,36,4
DESERT,37,4
FOOD,38,4
STICKY,39,4
VOLCANO,40,4
BOARD,41,4
,42,4
