DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
,8000.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GOLD,2672.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MONEY,3152.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BANK,2898.775,Studied,NA,NA,NA,17,NA,NA,NA,NA,identical,17,3
SONG,7906.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8038.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NOISE,3451.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
RACKET,2533.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NECK,4516.58,Studied,NA,NA,NA,8,NA,NA,NA,NA,identical,8,1
,8001.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,9548.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ONE,8000.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PACKAGE,4401.715,Studied,NA,NA,NA,7,NA,NA,NA,NA,unrelated,,
,7999.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
YELLOW,5841.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7998.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
QUEEN,1719.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
WATER,5318.65,Studied,NA,NA,NA,NA,NA,NA,NA,NA,unprimed,,
DREAM,2199.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
STRIKE,1166.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MARRY,3821.905,Studied,NA,NA,NA,7,NA,NA,NA,NA,unrelated,,
LOVE,2567.145,Studied,NA,NA,NA,20,NA,NA,NA,NA,unrelated,,
,8000.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8002.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8006.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7998.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,10489.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
