RecalledWord,StudyPosition,Block
WEIGHT,1,1
LENGTH,2,1
HORN,3,1
YELLOW,4,1
WEST,5,1
GLORY,6,1
CHAIR,7,1
FISH,8,1
TWELVE,9,1
RIGHT,10,1
SELLER,11,1
WORK,12,1
SHEETS,13,1
STREAM,14,1
FLOWER,15,1
STOP,16,1
SMOOTH,17,1
CHEESE,18,1
NEPHEW,19,1
CHANGE,20,1
DAGGER,21,1
GROSS,22,1
STORY,23,1
BOMB,24,1
OUTTAKE,25,1
STAIRS,26,1
LAWYER,27,1
SONG,28,1
NICKEL,29,1
ORANGE,30,1
PICKLE,31,1
NUMBER,32,1
JAIL,33,1
CRACKER,34,1
EGGS,35,1
CLAM,36,1
MONEY,37,1
BIRD,38,1
BEACH,39,1
FRIGHT,40,1
DREAM,41,1
GUITAR,42,1
SWAMP,1,2
GHOST,2,2
SOUTH,3,2
HOOP,4,2
FROG,5,2
WHEAT,6,2
DOOR,7,2
SHOES,8,2
HOTEL,9,2
DEAF,10,2
JUMP,11,2
KISS,12,2
PICTURE,13,2
BELOW,14,2
WORLD,15,2
CAMP,16,2
LAND,17,2
MINOR,18,2
GEEK,19,2
FIVE,20,2
KILL,21,2
DEVIL,22,2
BRIDE,23,2
DIRT,24,2
TIGHT,25,2
LEARN,26,2
STARS,27,2
STOMACH,28,2
SORRY,29,2
NOISE,30,2
TRAIN,31,2
POUND,32,2
ROAD,33,2
SMILE,34,2
LAKE,35,2
THIEF,36,2
TRASH,37,2
DUSK,38,2
SMOKE,39,2
PRESENT,40,2
SWEET,41,2
BLACK,42,2
WAITER,1,3
TOUR,2,3
STATES,3,3
ALIVE,4,3
FIRST,5,3
VERB,6,3
CHAIN,7,3
PAIN,8,3
NOSE,9,3
TEST,10,3
HUNGER,11,3
BORROW,12,3
CANDLE,13,3
THREAD,14,3
THIRST,15,3
MOTHER,16,3
READ,17,3
LESS,18,3
LOOK,19,3
NEWS,20,3
BUCKET,21,3
WINTER,22,3
NAVY,23,3
SQUARE,24,3
SOAP,25,3
TENNIS,26,3
CLUE,27,3
SEEK,28,3
TOES,29,3
SPIDER,30,3
MIDDLE,31,3
BRANCH,32,3
KIDNAP,33,3
SLOW,34,3
SUPPER,35,3
PURPLE,36,3
WILD,37,3
ARGUE,38,3
BUTTER,39,3
BALLET,40,3
MOST,41,3
INHALE,42,3
ENTER,1,4
MINUTE,2,4
WORST,3,4
FINGER,4,4
GRASS,5,4
BEFORE,6,4
HORSE,7,4
DOLLAR,8,4
WHERE,9,4
GIRLS,10,4
CORAL,11,4
FENCE,12,4
PLANT,13,4
QUART,14,4
WHOLE,15,4
CANCER,16,4
TEETH,17,4
THERE,18,4
CLOCK,19,4
LEMON,20,4
MEAN,21,4
LEAVES,22,4
THROW,23,4
YOURS,24,4
SPOON,25,4
PHONE,26,4
EARLY,27,4
CLOSE,28,4
ANIMAL,29,4
MINUS,30,4
FOUND,31,4
BEHIND,32,4
PEPPER,33,4
SHORT,34,4
ROCK,35,4
MUSCLE,36,4
QUEEN,37,4
UNCLE,38,4
SHOVE,39,4
TIGER,40,4
OFFICE,41,4
SHARK,42,4
