Participant,Prime,Prime_Duration,rt,Response
EM,LEND,54.12499997,851.885,XXXXX
EM,MEET,55.345,721.48,MEET
EM,VODKA,55.345,2905.69,XXXXX
EM,CLAW,73.96000001,695.255,CLAW
EM,KEEP,55.505,1159.47,XXXXX
EM,FAUNA,54.26499998,827.395,FAUNA
EM,SPUN,55.245,861.4,SPUN
EM,EFFIGY,55.28999999,706.225,XXXXX
EM,TRAITOR,55.44500001,837.935,TRAIL
EM,VOID,55.57499995,592.3,VOID
EM,LYNX,55.47000002,769.995,LYNX
EM,ERUPT,55.31500001,659.075,FRUIT
EM,CHEAT,55.23500004,630.475,CHEAT
EM,FLAK,55.44500001,681.205,FLAKE
EM,REACTOR,55.54500001,720.565,LAKE
EM,SHAVE,55.29500003,679.315,SHOVE
EM,UNEASY,55.36,991.425,UNEASY
EM,CHEER,55.43999997,215.23,XXXXX
EM,MIDLAND,55.39499997,1373.085,MIDDLE
EM,PIAZZA,55.35499996,4701.99,PIZZA
EM,SPUNK,54.82999998,688.315,SPUN
EM,SNAP,55.49,564.675,MARS
EM,TRIVIA,55.38500001,1774.535,TRIVIA
EM,DAMAGE,55.33999996,512.86,DAMAGE
EM,MORAL,55.36499998,735.69,MORAL
EM,WIND,55.39500003,529.49,WIND
EM,STARK,55.24000002,605.855,STARS
EM,SUIT,55.62500004,602.685,SUIT
EM,CEASE,57.33500002,741.05,CEASE
EM,OPTION,54.94,902.97,OPTION
EM,TOTALLY,55.45499997,244.505,XXXXX
EM,FOREST,55.31500001,720.8299999,FOREST
EM,CORNER,55.56999997,629.315,CORNER
EM,PEEP,55.59,718.725,OPENER
EM,PULL,55.635,908.38,PENCIL
EM,SPAN,55.58000004,379.72,XXXXX
EM,MUZZLE,55.49,433.65,XXXXX
EM,FREAK,55.30999997,759.66,FREAK
EM,HOSTEL,55.72,1806.91,STALK
EM,RESUME,55.475,704.41,RESUME
