RecalledWord,StudyPosition,Block
WILD,1,1
ALIVE,2,1
VERB,3,1
SPIDER,4,1
CLUE,5,1
HUNGER,6,1
SQUARE,7,1
WINTER,8,1
LOOK,9,1
BUCKET,10,1
CHAIN,11,1
MIDDLE,12,1
ARGUE,13,1
SLOW,14,1
SEEK,15,1
NEWS,16,1
TEST,17,1
BORROW,18,1
MOTHER,19,1
INHALE,20,1
BALLET,21,1
MOST,22,1
CANDLE,23,1
SUPPER,24,1
TOES,25,1
PURPLE,26,1
BUTTER,27,1
READ,28,1
KIDNAP,29,1
FIRST,30,1
PAIN,31,1
TENNIS,32,1
THREAD,33,1
NOSE,34,1
THIRST,35,1
SOAP,36,1
WAITER,37,1
BRANCH,38,1
LESS,39,1
NAVY,40,1
TOUR,41,1
STATES,42,1
YOURS,1,2
WHERE,2,2
FOUND,3,2
OFFICE,4,2
ENTER,5,2
ANIMAL,6,2
QUEEN,7,2
TEETH,8,2
MINUS,9,2
PHONE,10,2
CLOSE,11,2
QUART,12,2
THERE,13,2
PEPPER,14,2
MEAN,15,2
SHARK,16,2
SHOVE,17,2
SHORT,18,2
MUSCLE,19,2
CORAL,20,2
WHOLE,21,2
HORSE,22,2
THROW,23,2
MINUTE,24,2
BEFORE,25,2
SPOON,26,2
LEAVES,27,2
GIRLS,28,2
FENCE,29,2
UNCLE,30,2
PLANT,31,2
CLOCK,32,2
GRASS,33,2
LEMON,34,2
EARLY,35,2
TIGER,36,2
FINGER,37,2
CANCER,38,2
DOLLAR,39,2
ROCK,40,2
WORST,41,2
BEHIND,42,2
JAIL,1,3
SMOOTH,2,3
NEPHEW,3,3
MONEY,4,3
GUITAR,5,3
CHEESE,6,3
DAGGER,7,3
STORY,8,3
OUTTAKE,9,3
FRIGHT,10,3
STAIRS,11,3
ORANGE,12,3
NUMBER,13,3
SHEETS,14,3
HORN,15,3
BEACH,16,3
CRACKER,17,3
RIGHT,18,3
GROSS,19,3
PICKLE,20,3
GLORY,21,3
LAWYER,22,3
BOMB,23,3
TWELVE,24,3
LENGTH,25,3
WEIGHT,26,3
CHANGE,27,3
WEST,28,3
DREAM,29,3
STREAM,30,3
STOP,31,3
FLOWER,32,3
WORK,33,3
FISH,34,3
CLAM,35,3
NICKEL,36,3
CHAIR,37,3
SELLER,38,3
YELLOW,39,3
EGGS,40,3
SONG,41,3
BIRD,42,3
DIRT,1,4
PICTURE,2,4
KILL,3,4
SWEET,4,4
GEEK,5,4
DOOR,6,4
ROAD,7,4
WORLD,8,4
DEVIL,9,4
FIVE,10,4
SOUTH,11,4
TRAIN,12,4
SMOKE,13,4
TRASH,14,4
GHOST,15,4
SORRY,16,4
HOTEL,17,4
FROG,18,4
MINOR,19,4
SHOES,20,4
PRESENT,21,4
CAMP,22,4
LEARN,23,4
STOMACH,24,4
DUSK,25,4
POUND,26,4
BRIDE,27,4
TIGHT,28,4
SMILE,29,4
SWAMP,30,4
STARS,31,4
NOISE,32,4
WHEAT,33,4
LAND,34,4
KISS,35,4
JUMP,36,4
LAKE,37,4
DEAF,38,4
BLACK,39,4
THIEF,40,4
BELOW,41,4
HOOP,42,4
