RecalledWord,StudyPosition,Block
UNCLEAR,1,1
ENGLISH,2,1
PRIDE,3,1
SMART,4,1
GLASSES,5,1
BOSS,6,1
BALL ,7,1
MAID,8,1
FRONT,9,1
COPY,10,1
WATER,11,1
SLEEP,12,1
LETTER,13,1
PENCIL,14,1
ALLOW,15,1
EFFECT,16,1
MONKEY,17,1
TIRED,18,1
CARRY,19,1
CASTLE,20,1
SOFT,21,1
SILK,22,1
SURE,23,1
LARGE,24,1
MINIMUM,25,1
ONCE,26,1
SPICE,27,1
SNEEZE,28,1
NINE,29,1
PLAN,30,1
FIRE,31,1
BANK,32,1
MAD,33,1
JEANS,34,1
FINISH,35,1
HELLO,36,1
OVEN,37,1
PAPER,38,1
SMALL,39,1
ITCH,40,1
CAKE,41,1
WANT,42,1
HAIR,1,2
FIND,2,2
DESERT,3,2
HEAR,4,2
BOARD,5,2
TAKE,6,2
BREAK,7,2
SHIP,8,2
STORE,9,2
WARM,10,2
SWORD,11,2
SOUR,12,2
BELL,13,2
JACKET,14,2
TREE,15,2
STRANGE,16,2
COLLECT,17,2
SICK,18,2
LOSE,19,2
CHOOSE,20,2
LETTUCE,21,2
CLEAR,22,2
NONE,23,2
MAGIC,24,2
STICKY,25,2
MAYBE,26,2
SMELL,27,2
PROBLEM,28,2
GAME,29,2
DRESS,30,2
HAPPY,31,2
LOVE,32,2
TALK,33,2
FOOD,34,2
MUSIC ,35,2
SING,36,2
VOLCANO,37,2
ROOF,38,2
LAUGH,39,2
STREET,40,2
CHURCH,41,2
YEAR,42,2
SHALLOW,1,3
DRAW,2,3
CARD,3,3
SHERIFF,4,3
TOOL,5,3
KNIFE,6,3
THIN,7,3
DISAGREE,8,3
PURPOSE,9,3
REAL,10,3
VOTE,11,3
PLANE ,12,3
WRONG,13,3
CHILD,14,3
SCISSORS,15,3
SILVER,16,3
SPIT,17,3
STRIPE,18,3
POTATO,19,3
PIECE,20,3
SLIDE,21,3
EXACT,22,3
NECK,23,3
MANY,24,3
YOUNG,25,3
RENT,26,3
CLOWN,27,3
STAMP,28,3
PACKAGE,29,3
THANKS,30,3
SAME,31,3
QUIET,32,3
BUSH,33,3
DRUGS,34,3
EXCUSE,35,3
DEATH,36,3
RAIN,37,3
ANNOY,38,3
MARRY,39,3
TOCK,40,3
HATE,41,3
TRAILER,42,3
BRAIN,1,4
BABY,2,4
MOVE,3,4
HEAD,4,4
ARMS,5,4
REPEAT,6,4
WOOD,7,4
UNDER,8,4
CELL,9,4
PENNY,10,4
GRAVE,11,4
SELF,12,4
STEAL,13,4
NIGHTS,14,4
SHEEP,15,4
TOUCH,16,4
GRAND,17,4
EXPLODE,18,4
STUPID,19,4
FAKE,20,4
WRITE,21,4
STING,22,4
MILK,23,4
STRESS,24,4
SPOTS,25,4
RULE,26,4
SKIN,27,4
SUBJECT,28,4
BREAD,29,4
BIKE,30,4
DOCTOR,31,4
CLASS,32,4
GUILT,33,4
KNIT,34,4
CLIMB,35,4
TOOTH,36,4
SHIRT,37,4
MATH,38,4
PROPER,39,4
LIGHT,40,4
ROSE,41,4
TOWN,42,4
