RecalledWord,StudyPosition,Block
FAKE,1,1
CLASS,2,1
ROSE,3,1
RULE,4,1
MILK,5,1
WOOD,6,1
BRAIN,7,1
TOOTH,8,1
ARMS,9,1
SKIN,10,1
KNIT,11,1
EXPLODE,12,1
PROPER,13,1
REPEAT,14,1
TOUCH,15,1
GRAND,16,1
SHIRT,17,1
BIKE,18,1
BABY,19,1
GRAVE,20,1
CELL,21,1
SHEEP,22,1
CLIMB,23,1
STEAL,24,1
HEAD,25,1
LIGHT,26,1
GUILT,27,1
SELF,28,1
NIGHTS,29,1
TOWN,30,1
UNDER,31,1
SPOTS,32,1
PENNY,33,1
MATH,34,1
STUPID,35,1
MOVE,36,1
DOCTOR,37,1
STING,38,1
STRESS,39,1
BREAD,40,1
WRITE,41,1
SUBJECT,42,1
WANT,1,2
LARGE,2,2
PENCIL,3,2
SILK,4,2
PAPER,5,2
SOFT,6,2
CARRY,7,2
MAID,8,2
SLEEP,9,2
MAD,10,2
FINISH,11,2
WATER,12,2
BOSS,13,2
CAKE,14,2
FIRE,15,2
SMALL,16,2
EFFECT,17,2
TIRED,18,2
ENGLISH,19,2
SPICE,20,2
BALL ,21,2
HELLO,22,2
MONKEY,23,2
COPY,24,2
OVEN,25,2
ALLOW,26,2
MINIMUM,27,2
SNEEZE,28,2
UNCLEAR,29,2
SURE,30,2
PRIDE,31,2
NINE,32,2
LETTER,33,2
ONCE,34,2
GLASSES,35,2
ITCH,36,2
CASTLE,37,2
PLAN,38,2
JEANS,39,2
FRONT,40,2
SMART,41,2
BANK,42,2
FIND,1,3
COLLECT,2,3
STORE,3,3
LOSE,4,3
CLEAR,5,3
SMELL,6,3
NONE,7,3
ROOF,8,3
JACKET,9,3
HAIR,10,3
HAPPY,11,3
STRANGE,12,3
BOARD,13,3
SOUR,14,3
DRESS,15,3
SING,16,3
STREET,17,3
BELL,18,3
VOLCANO,19,3
WARM,20,3
BREAK,21,3
YEAR,22,3
CHOOSE,23,3
MAYBE,24,3
LAUGH,25,3
STICKY,26,3
DESERT,27,3
TREE,28,3
GAME,29,3
MAGIC,30,3
TAKE,31,3
FOOD,32,3
LOVE,33,3
SWORD,34,3
PROBLEM,35,3
HEAR,36,3
LETTUCE,37,3
SICK,38,3
TALK,39,3
CHURCH,40,3
MUSIC ,41,3
SHIP,42,3
EXACT,1,4
TOOL,2,4
DRUGS,3,4
PLANE ,4,4
REAL,5,4
BUSH,6,4
SILVER,7,4
SHERIFF,8,4
YOUNG,9,4
CLOWN,10,4
DRAW,11,4
POTATO,12,4
WRONG,13,4
SAME,14,4
NECK,15,4
SCISSORS,16,4
TOCK,17,4
THIN,18,4
CHILD,19,4
TRAILER,20,4
STAMP,21,4
THANKS,22,4
STRIPE,23,4
MARRY,24,4
ANNOY,25,4
DISAGREE,26,4
QUIET,27,4
PIECE,28,4
SLIDE,29,4
DEATH,30,4
RENT,31,4
EXCUSE,32,4
PURPOSE,33,4
HATE,34,4
MANY,35,4
SPIT,36,4
RAIN,37,4
CARD,38,4
VOTE,39,4
KNIFE,40,4
SHALLOW,41,4
PACKAGE,42,4
