DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
MOTHER,2759.74,Studied,31,4,Identical,37,Unrelated,SHIP,NA,NA,identical,8,4
HUNGER,6333.94,Studied,39,4,NA,25,Related,VIOLET,PURPLE,FAMINE,related,24,4
MOTHER,833.53,Studied,31,4,Identical,37,Unrelated,SHIP,NA,NA,unrelated,,
FATHER,715.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MONEY,2217.785,Studied,38,2,NA,"10,42",Unrelated,SHIRT,NA,NA,unrelated,,
CHEESE,915.445,Studied,37,2,Identical,"19,33",Unrelated,CELL,NA,NA,identical,12,2
EGG,1699.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BOMB,1567.41,Studied,35,2,Identical,26,Unrelated,SKIN,NA,NA,identical,2,2
TOAST,1001.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FIGHT,1016.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
STOP,965.53,Studied,41,2,NA,2,Identical,BOMB,NA,NA,unrelated,,
NICKEL,2533.22,Studied,20,2,NA,5,Unrelated,BREAD,NA,NA,unrelated,,
SWAMP,798.99,Studied,11,3,Identical,36,Unrelated,SOFT,NA,NA,identical,20,3
TRASH,1514.445,Studied,14,3,NA,27,Identical,TIGHT,NA,GARBAGE,unrelated,,
ROAD,1700.93,Studied,16,3,NA,21,Related,SOCKS,SHOES,NA,unrelated,,
GEEK,2101.565,Studied,24,3,NA,29,Unrelated,LETTER,NA,NA,unrelated,,
PICTURE,1184.09,Studied,33,3,Identical,34,Identical,HOTEL,NA,NA,unrelated,,
THEIF,817.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
STARS,1882.635,Studied,39,3,NA,7,Related,GHOUL,GHOST,NA,unrelated,,
BLACK,899.98,Studied,40,3,NA,3,Unrelated,CARRY,NA,NA,unrelated,,
WHITE,1016.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BREAD,1350.245,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA,,,
