DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
WARM,8000,Studied,10,2,NA,"6,14",Unrelated,BUCKET,NA,HEATER,related,4,2
LOVE,5651,Studied,32,2,NA,3,Related,CHOIR,SING,NA,unrelated,,
COLONY,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GRAVE,6067,Studied,11,4,NA,"3,33",Identical,STUPID,NA,NA,unrelated,,
DEATH,1284,Studied,36,3,NA,"3,13",Related,SKETCH,DRAW,NA,unrelated,,
BOAT,4934,NA,NA,NA,NA,41,Related,HEDGE,BUSH,NA,unrelated,,
VOLCANO,4000,Studied,37,2,NA,14,Unrelated,SQUARE,NA,NA,unrelated,,
WATCH,4984,NA,NA,NA,NA,37,Identical,PENCIL,NA,NA,unrelated,,
HEAD,816,Studied,4,4,NA,10,Related,WASP,STING,NA,unrelated,,
BRAIN,967,Studied,1,4,NA,6,Unrelated,SHEETS,NA,NA,unrelated,,
NECK,1051,Studied,23,3,Identical,"10,9",Identical,NECK,NA,NA,unrelated,,
BODY,5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TRIBE,3199,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MOURN,4267,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FUNERAL,4649,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DETAIL,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CRY,4317,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
OVEN,2651,Studied,37,1,NA,"18,41",Unrelated,JUMP,NA,NA,unrelated,,
SUN,4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DINNER,2550,NA,NA,NA,NA,18,Identical,YOUNG,NA,NA,unrelated,,
DATE,1251,NA,NA,NA,NA,31,Identical,JACKET,NA,NA,unrelated,,
HUG,2433,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TABLE,5650,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DIET,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CHANGE,6151,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
STRIVE,2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FIND,4083,Studied,2,2,Identical,NA,NA,NA,NA,NA,,,
BRITISH,5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TRIBAL,5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DEATH,6083,Studied,36,3,NA,"3,13",Related,SKETCH,DRAW,NA,unrelated,,
LIFE,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
KEY,4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SCAR,3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
HIVE,4434,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
RIVER,4650,NA,NA,NA,NA,10,Related,PERMIT,ALLOW,NA,unrelated,,
OCEAN,950,NA,NA,NA,NA,32,Unrelated,GIRLS,NA,NA,unrelated,,
WATER,1200,Studied,11,1,NA,4,Related,SCRATCH,ITCH,NA,unrelated,,
FIRE,700,Studied,31,1,NA,5,Identical,BANK,NA,NA,unrelated,,
EARTH,2251,NA,NA,NA,NA,32,Unrelated,HOTEL,NA,NA,unrelated,,
AIR,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SAVE,3233,NA,NA,NA,NA,25,Unrelated,SLOW,NA,NA,unrelated,,
DEFEAT,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ACCOMPLISH,3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PLANT,5716,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FLOWER,1116,NA,NA,NA,Unrelated,27,Unrelated,FLOWER,NA,NA,identical,27,4
GIFT,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
JEANS,3783,Studied,34,1,NA,6,Identical,MINIMUM,NA,NA,unrelated,,
SHIRT,2416,Studied,37,4,Identical,30,Identical,SHIRT,NA,NA,identical,30,4
CASTLE,6434,Studied,20,1,NA,"25,30",Identical,COPY,NA,NA,unrelated,,
FORT,2549,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
LEAVES,5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
HELP,4467,NA,NA,NA,NA,22,Identical,SILK,NA,NA,unrelated,,
CHANGE,4866,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DEFEAT,5233,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DIVE,1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PARK,6899,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
VOTE,3817,Studied,11,3,Identical,NA,NA,NA,NA,NA,,,
ELECTION,4867,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DIE,5884,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FIGHT,3767,NA,NA,NA,NA,24,Unrelated,STORY,NA,NA,unrelated,,
SPEAR,3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SWORD,2683,Studied,11,2,NA,1,firstword,firstword,NA,NA,firstword,,
MAGIC,1150,Studied,24,2,NA,2,Related,SEIZE,TAKE,NA,unrelated,,
TUNIC,2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SHIELD,2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ARMOR,5417,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PHONE,5634,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA,,,
,8001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FINGER,4532,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GIVE,1382,NA,NA,NA,NA,28,Identical,SICK,NA,NA,unrelated,,
DISTRACT,4334,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MAGMA,6017,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SCARE,4850,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TRUCK,3584,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FLEE,4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
POTATO,3900,Studied,19,3,Identical,28,Identical,POTATO,NA,NA,identical,28,3
HERB,1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PASTA,4884,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GENERAL,7899,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ROSE,6366,Studied,41,4,NA,2,Unrelated,SELLER,NA,NA,unrelated,,
FLIGHT,6949,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GHOST,3517,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
REVEAL,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NAVY,4834,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ERUPTION,5050,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DETAIL,7234,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MENTOR,5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SHOES,4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
RED,6650,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
