RecalledWord,StudyPosition,Block
NOSE,1,1
PURPLE,2,1
TOES,3,1
TOUR,4,1
LESS,5,1
CHAIN,6,1
CLUE,7,1
ALIVE,8,1
HUNGER,9,1
KIDNAP,10,1
ARGUE,11,1
TENNIS,12,1
FIRST,13,1
PAIN,14,1
SLOW,15,1
SEEK,16,1
BUTTER,17,1
SPIDER,18,1
LOOK,19,1
READ,20,1
TEST,21,1
SQUARE,22,1
MIDDLE,23,1
BUCKET,24,1
VERB,25,1
CANDLE,26,1
INHALE,27,1
WINTER,28,1
NAVY,29,1
BORROW,30,1
THREAD,31,1
WILD,32,1
SOAP,33,1
MOST,34,1
WAITER,35,1
MOTHER,36,1
THIRST,37,1
STATES,38,1
SUPPER,39,1
BALLET,40,1
BRANCH,41,1
NEWS,42,1
OFFICE,1,2
PEPPER,2,2
THROW,3,2
EARLY,4,2
LEAVES,5,2
PHONE,6,2
PLANT,7,2
CLOCK,8,2
DOLLAR,9,2
SHOVE,10,2
TIGER,11,2
THERE,12,2
SHARK,13,2
ROCK,14,2
WHOLE,15,2
CORAL,16,2
MINUS,17,2
QUART,18,2
MEAN,19,2
BEHIND,20,2
TEETH,21,2
FENCE,22,2
MINUTE,23,2
GRASS,24,2
SPOON,25,2
HORSE,26,2
FOUND,27,2
CLOSE,28,2
CANCER,29,2
MUSCLE,30,2
GIRLS,31,2
SHORT,32,2
QUEEN,33,2
BEFORE,34,2
ENTER,35,2
FINGER,36,2
WHERE,37,2
WORST,38,2
LEMON,39,2
ANIMAL,40,2
UNCLE,41,2
YOURS,42,2
FLOWER,1,3
PICKLE,2,3
JAIL,3,3
CRACKER,4,3
STOP,5,3
CHAIR,6,3
MONEY,7,3
CLAM,8,3
DAGGER,9,3
GUITAR,10,3
LAWYER,11,3
FISH,12,3
HORN,13,3
SONG,14,3
FRIGHT,15,3
BIRD,16,3
NUMBER,17,3
EGGS,18,3
SHEETS,19,3
YELLOW,20,3
CHANGE,21,3
SMOOTH,22,3
RIGHT,23,3
OUTTAKE,24,3
GLORY,25,3
WEIGHT,26,3
LENGTH,27,3
STAIRS,28,3
TWELVE,29,3
BEACH,30,3
SELLER,31,3
STORY,32,3
WEST,33,3
ORANGE,34,3
NEPHEW,35,3
STREAM,36,3
DREAM,37,3
NICKEL,38,3
BOMB,39,3
GROSS,40,3
CHEESE,41,3
WORK,42,3
GHOST,1,4
TRAIN,2,4
DOOR,3,4
PRESENT,4,4
BELOW,5,4
STOMACH,6,4
NOISE,7,4
JUMP,8,4
SMILE,9,4
PICTURE,10,4
SHOES,11,4
BLACK,12,4
HOTEL,13,4
SMOKE,14,4
KISS,15,4
WORLD,16,4
DEVIL,17,4
SWEET,18,4
MINOR,19,4
FIVE,20,4
CAMP,21,4
BRIDE,22,4
DEAF,23,4
GEEK,24,4
HOOP,25,4
POUND,26,4
THIEF,27,4
STARS,28,4
DUSK,29,4
SWAMP,30,4
WHEAT,31,4
DIRT,32,4
FROG,33,4
LEARN,34,4
ROAD,35,4
SOUTH,36,4
TIGHT,37,4
LAND,38,4
SORRY,39,4
LAKE,40,4
KILL,41,4
TRASH,42,4
