DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
MOTHER,2415.035,Studied,37,1,NA,"2,40",Unrelated,TALK,NA,NA,unrelated,,
QUEEN,3149.86,Studied,24,2,NA,"1,41",firstword,firstword,NA,NA,firstword,,
NUMBER,1383.455,Studied,1,3,NA,3,Unrelated,GRAVE,NA,NA,unrelated,,
FISH,1083.175,Studied,14,3,Identical,13,Identical,FISH,NA,NA,identical,13,3
SQUARE,1400.045,Studied,17,1,Identical,"8,42",Unrelated,MUSIC,NA,NA,unrelated,,
WINTER,850.235,Studied,16,1,NA,7,Unrelated,BOARD,NA,NA,unrelated,,
BORROW,2299.87,Studied,8,1,Identical,33,Related,QUENCH,THIRST,NA,unrelated,,
KIDNAP,2350.05,Studied,24,1,NA,9,Identical,BORROW,NA,NA,unrelated,,
BUCKET,1333.2,Studied,12,1,NA,24,Identical,ALIVE,NA,NA,unrelated,,
BRIDE,5216.545,Studied,16,4,NA,11,Unrelated,ENGLISH,NA,GROOM,related,5,4
HOOP,4516.475,Studied,5,4,NA,1,firstword,firstword,NA,NA,firstword,,
JUMP,1433.17,Studied,42,4,Identical,41,Identical,JUMP,NA,NA,unrelated,,
DOOR,2267.04,Studied,25,4,NA,14,Identical,TIGHT,NA,NA,identical,41,4
DAGGER,1933.315,Studied,4,3,NA,6,Unrelated,HEAD,NA,NA,unrelated,,
WEST,1000.135,Studied,6,3,Identical,22,Identical,WEST,NA,NA,unrelated,,
SHOVE,2616.395,Studied,1,2,NA,25,Unrelated,STRIPE,NA,NA,identical,22,3
PHONE,1199.875,Studied,3,2,NA,32,Unrelated,RENT,NA,NA,unrelated,,
FENCE,1166.51,Studied,4,2,NA,23,Identical,MUSCLE,NA,NA,unrelated,,
UNCLE,1065.97,Studied,7,2,Identical,5,Identical,UNCLE,NA,NA,identical,5,2
NEPHEW,1766.195,Studied,30,3,Identical,35,Identical,NEPHEW,NA,NA,identical,35,3
