DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
THEIF,2366.04,NA,NA,NA,NA,1,firstword,firstword,NA,NA,unprimed,,
YELLOW,4653.785,Studied,4,1,Identical,12,Unrelated,KNIT,NA,NA,identical,11,1
ORANGE,2767.635,Studied,30,1,NA,18,Related,HYMN,SONG,NA,unrelated,,
WHERE,1967.365,Studied,9,4,NA,14,Unrelated,TRAILER,NA,NA,unrelated,,
THERE,1800.815,Studied,18,4,Identical,13,Identical,THERE,NA,NA,identical,13,4
HORSE,2483.295,Studied,7,4,NA,4,Identical,GIRLS,NA,NA,unrelated,,
GRASS,3684.67,Studied,5,4,NA,5,Identical,CLOCK,NA,NA,unrelated,,
BIRD,3619.22,Studied,38,1,NA,"1,40",firstword,firstword,NA,NA,firstword,,
DAGGER,4652.55,Studied,21,1,NA,19,Related,TULIP,FLOWER,NA,unrelated,,
CRIME,2900.49,NA,NA,NA,NA,28,Unrelated,DOCTOR,NA,NA,unrelated,,
JAIL,4957.195,Studied,33,1,NA,17,Unrelated,SUBJECT,NA,NA,unrelated,,
WINDOW,3501.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
READ,7488.23,Studied,17,3,Identical,28,Identical,MOST,NA,NA,unrelated,,
ENTER,1719.325,Studied,1,4,NA,10,Related,GRANITE,ROCK,NA,unrelated,,
BEFORE,2983.62,Studied,6,4,NA,6,Unrelated,CHILD,NA,NA,unrelated,,
MINUTE,2333.605,Studied,2,4,NA,7,Unrelated,SAME,NA,NA,unrelated,,
NICKEL,8000.19,Studied,29,1,Identical,14,Related,BACON,EGGS,NA,identical,3,1
CORAL,4304.535,Studied,11,4,Identical,34,Unrelated,PLANE,NA,NA,identical,21,4
GIRLS,8001.93,Studied,10,4,Identical,33,Unrelated,POTATO,NA,NA,identical,4,4
WEIGHT,1850.66,Studied,1,1,NA,10,Related,DIGIT,NUMBER,NA,unrelated,,
LENGTH,5020.49,Studied,2,1,NA,11,Identical,YELLOW,NA,NA,unrelated,,
HORN,5152.285,Studied,3,1,NA,13,Related,STEPS,STAIRS,HONK,related,5,1
SWAMP,2066.93,Studied,1,2,NA,8,Related,HINGE,DOOR,NA,unrelated,,
LAKE,2399.585,Studied,35,2,NA,2,Unrelated,PENCIL,NA,NA,unrelated,,
,8000.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SHORT,5901.15,Studied,34,4,NA,NA,NA,NA,NA,TALL,,,
MOTHER,8012.49,Studied,16,3,NA,6,Related,FATHER,MOTHER,FATHER,related,6,3
TOUR,6883.98,Studied,2,3,NA,23,Unrelated,DESERT,NA,GUIDE,related,9,3
WAITER,4804.37,Studied,1,3,Identical,22,Related,UNITED,STATES,NA,unrelated,,
STATES,7990.81,Studied,3,3,NA,25,Identical,TEST,NA,UNITED,related,22,3
,8000.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
NOISE,5702.03,Studied,30,2,Identical,42,Unrelated,PLAN,NA,NA,unrelated,,
POUND,2936.295,Studied,32,2,NA,23,Related,GALAXY,STARS,NA,unrelated,,
TRAIN,6503.255,Studied,31,2,NA,22,Identical,NOISE,NA,NA,unrelated,,
,8001.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
JUMP,8001.135,Studied,11,2,NA,14,Identical,GEEK,NA,SKIP,related,13,2
DOOR,3968.05,Studied,7,2,NA,19,Unrelated,MINIMUM,NA,HINGE,related,8,2
KISS,4101.715,Studied,12,2,NA,13,Related,SKIP,JUMP,NA,unrelated,,
SHOES,5040.44,Studied,8,2,NA,20,Unrelated,WATER,NA,NA,unrelated,,
HOTEL,3915.955,Studied,9,2,NA,NA,NA,NA,NA,SUITE,,,
,8000.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
LEAVES,6334.56,Studied,22,4,NA,24,Related,SALT,PEPPER,NA,unrelated,,
TREE,2332.765,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA,,,
KIDNAP,8000.33,Studied,33,3,NA,4,Related,ABDUCT,KIDNAP,ABDUCT,related,4,3
,7991.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
