DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
CASTLE,1570.285,Studied,9,1,NA,4,Identical,PLAN,NA,NA,unrelated,,
SHEEP,3373.935,Studied,1,4,NA,3,Unrelated,FISH,NA,NA,unrelated,,
SCHOOL,1451.51,NA,NA,NA,NA,4,Unrelated,EGGS,NA,NA,unrelated,,
WRITE,2243.165,Studied,5,4,NA,5,Identical,ROSE,NA,NA,unrelated,,
TEACHER,1772.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
DOCTOR,1090.11,Studied,9,4,NA,7,Related,ALGEBRA,MATH,NA,unrelated,,
SHIRT,881.56,Studied,10,4,NA,8,Identical,TOWN,NA,NA,unrelated,,
BABY,1978.705,Studied,7,4,NA,10,Unrelated,YELLOW,NA,NA,unrelated,,
EXPLODE,1355.82,Studied,15,4,Identical,13,Identical,GRAVE,NA,NA,identical,11,4
SHERRIF,6238.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SHERIFF,2180.65,Studied,9,3,Identical,NA,NA,NA,NA,NA,,,
NECK,6879.69,Studied,15,3,NA,10,Identical,KNIFE,NA,NA,unrelated,,
MANY,2994.81,Studied,11,3,NA,"8,35",Identical,EXACT,NA,NA,unrelated,,
DEATH,920.08,Studied,7,3,NA,5,Identical,MARRY,NA,NA,unrelated,,
KNIFE,4536.155,Studied,32,3,Identical,12,Identical,HATE,NA,NA,identical,10,3
,7992.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
RAIN,5353.515,Studied,2,3,NA,1,firstword,firstword,NA,NA,firstword,,
ROOF,1452.975,Studied,41,2,Identical,6,Identical,ROOF,NA,NA,identical,,
SLIDE,1938.685,Studied,1,3,NA,2,Identical,STAMP,NA,NA,unrelated,,
,7994.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
VOTE,2706.315,Studied,14,3,NA,9,Related,YOUTH,YOUNG,NA,unrelated,,
DISAGREE,1295.885,Studied,12,3,NA,6,Related,ADDICT,DRUGS,NA,unrelated,,
SAME,553.705,Studied,17,3,NA,30,Related,TARNISH,SILVER,NA,unrelated,,
,7988.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7993.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7993.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PLANE,6249.82,NA,NA,NA,NA,21,Identical,WRONG,NA,NA,unrelated,,
CARD,1405.96,Studied,39,3,Identical,24,Unrelated,FOUND,NA,NA,identical ,4,3
PACKAGE,1640.8,Studied,28,3,NA,15,Related,GRAVY,POTATO,PARCEL,related,3,3
MARRY,833.5,Studied,29,3,Identical,16,Related,GENUINE,REAL,NA,identical,5,3
CHILD,733.545,Studied,30,3,NA,17,Related,ZEBRA,STRIPE,NA,unrelated,,
TRAILER,3483.705,Studied,35,3,NA,22,Identical,SHERIFF,NA,TRACTOR,related,18,3
EXACT,1088.785,Studied,36,3,Identical,23,Identical,TOCK,NA,NA,identical ,8,3
,7987.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7993.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7994.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7992.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7994.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TRIAL,5624.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SMELL,6528.305,Studied,30,2,NA,19,Identical,STREET,NA,NA,unrelated,,
ROSE,1994.03,Studied,17,4,Identical,16,Identical,TOUCH,NA,NA,identical,5,4
