DelayedWord,DelayedRT
PHONE,5062.055
GRASS,2432.52
KILL,4935.44
DEVIL,1448.475
BEFORE,1517.305
BEHIND,2500.11
BIRD,2989.525
TIGER,1282.26
CHEESE,1932.1
SWAMP,4814.725
SOUTH,1282.465
,8001.2
PHONE,3215.565
SORRY,1366.55
,7999.605
AWAY,1915.285
,7999.435
WORK,1165.935
,7998.74
BREAK,7999.83
KIDNAP,6998.535
OUTTAKE,1982.47
,8001.265
AROUND,4613.65
WO,8000.52
WORD,2382.45
,7997.065
WORRY,4433.035
END,3582.34
SHSP,7482.365
SHAPE,1399.09
SWEPT,4933.615
KEEP,1315.695
DINNER,7167.69
GROSS,2166.45
JAIL,1715.45
,7999.915
,7995.765
BED,5549.58
,7997.295
MOTHER,1632.805
FATHER,2499.635
USE,4551.405
USED,1116.41
,7997.485
,8001.185
,8009.025
,7998.805
SEEN,6032.58
,7995.875
BRUSH,5432.15
,7997.275
SWEATER,1581.46
SHOES,6217.37
SHOE,1332.225
ANIMAL,2300.755
K,8002.835
KNIFE,5148.17
,8002.54
THREAD,1499.85
,8004.475
THINK,2199.435
,7989.665
PICKLE,2464.975
PICKLES,2765.785
SMOKE,4949.405
BURN,5774.375
SHED,4916.87
,282.81
,334.15
,250.85
,266.085
,183.33
,300.355
,232.3950001
,250.265
,149.5749999
,215.845
,165.955
,83.35499989
,115.2649999
,100.0849999
,49.35499991
,200.3799999
,201.0700001
,432.9700001
,233.2049999
,366.925
,99.49499997
,1032.095
,383.38
,83.155
,33.28500001
,167.32
,182.545
,82.78499998
,383.82
,467.23
,298.8550001
,100.275
