Participant,Prime,Prime_Duration,rt,Response
AT,TOTALLY,66.12,3849.275,TOTALLY
AT,SHAVE,65.835,1899.43,XXXXX
AT,CEASE,66.91,5232.675,CEASE 
AT,FAUNA,66.915,3116.265,XXXXX
AT,CHEER,66.21,8000.265,CHEER
AT,WIND,66.655,3366.05,WIND
AT,PIAZZA,65.575,3866.855,PIZZA
AT,PULL,66.105,2599.895,PLUG
AT,SUIT,65.735,1166.155,SUIT
AT,SPAN,66.675,3833.92,PAN
AT,MEET,66.36,2332.17,MEET
AT,MORAL,65.53,3484.865,CORAL
AT,SPUNK,66.695,3499.9,PUNK
AT,DAMAGE,66.715,2049.59,DAMAGE
AT,ERUPT,66.45,1834.245,ERUPT
AT,TRAITOR,67.175,3266.62,TRAITOR
AT,KEEP,66.26,2131.59,KEEP
AT,VODKA,67.06,1749.77,VODKA
AT,FREAK,67.11,1817.065,FREAK
AT,LYNX,66,1399.9,XXXXX
AT,FLAK,64.085,1416.895,FLAN
AT,PEEP,66.755,1903.2,DEEP
AT,TRIVIA,66.23,5016.745,TRIVIA
AT,UNEASY,53.83,3599.085,EAST
AT,MUZZLE,67,2084.835,LEAST
AT,STARK,66.41,2363.975,SHARK
AT,FOREST,66.84,5133.86,FOREST
AT,HOSTEL,51.995,782.645,XXXXX
AT,REACTOR,65.96,2426.515,PIECE
AT,SPUN,66.795,3613.405,SPUN
AT,VOID,67.43,3600.69,EVEN
AT,EFFIGY,66.115,802.245,XXXXX
AT,MIDLAND,65.92,2132.775,MIDDLE
AT,CLAW,67.595,2950.79,CLASS
AT,OPTION,66.425,1218.3,XXXXX
AT,LEND,66.565,1666.67,LEND
AT,CORNER,66.515,2751.89,OWNER
AT,SNAP,67.21,1333.61,SNAP
AT,RESUME,66.555,2465.905,RESUME
AT,CHEAT,66.725,2801.43,CHEAT
