Participant,Prime,Prime_Duration,rt,Response
JA,CORNER,66,645,XXXXX
JA,TRAITOR,67,3275,TRAILER
JA,CHEAT,52,831,XXXXX
JA,PEEP,67,1895,SHEEP
JA,SHAVE,67,976,SAVE
JA,MORAL,67,1292,MORAL
JA,CLAW,67,342,XXXXX
JA,MIDLAND,66,1693,MIDDLE
JA,RESUME,68,326,XXXXX
JA,VODKA,54,1410,VODKA
JA,FLAK,65,376,XXXXX
JA,EFFIGY,67,861,RED
JA,SPUNK,67,1427,PUNK
JA,TRIVIA,65,216,XXXXX
JA,FOREST,66,1476,FOREST
JA,VOID,67,1159,WILD
JA,HOSTEL,67,313,XXXXX
JA,SNAP,66,1228,SNAP
JA,LYNX,66,283,XXXXX
JA,PIAZZA,66,1218,PIZZA
JA,OPTION,68,1640,OPTION
JA,UNEASY,67,1027,EASY
JA,STARK,66,1394,STEAK
JA,MUZZLE,66,895,XXXXX
JA,SUIT,66,1143,FRUIT
JA,FAUNA,67,1261,TUNA
JA,WIND,67,311,XXXXX
JA,FREAK,66,362,XXXXX
JA,LEND,67,308,XXXXX
JA,DAMAGE,66,359,XXXXX
JA,PULL,67,1359,PULL
JA,CHEER,67,378,XXXXX
JA,MEET,67,261,XXXXX
JA,REACTOR,66,1377,ACTOR
JA,SPUN,65,1258,SPUN
JA,SPAN,68,296,XXXXX
JA,ERUPT,66,330,XXXXX
JA,TOTALLY,72,1594,EXACTLY
JA,KEEP,66,327,XXXXX
JA,CEASE,67,1664,CASTLE
