DelayedWord,DelayedRT
GRASS,2682.385
ROCK,1181.845
FLOWER,2481.8
CLAM,867.555
FISH,883.0650001
YELLOW,1382.79
BEACH,932.345
ORANGE,2349.5
FRAME,1832.965
BRIDE,866.715
EGGS,849.4900001
NEPHEW,1433.07
COLONY,2851.29
MERCHANT,5547.52
CHANGE,1816.02
NICKLE,1531.9
OUTTAKE,6668.08
BOMB,4866.015
WEIGHT,2181.245
,8002.515
SWEET,2349.5
,8001.535
,8000.155
TIGER,5115.85
TEETH,1199.055
FINGER,967.67
MUSCLE,1132.205
LEMON,1132.525
CLOSE,1600.835
SHARK,1017.11
PHONE,1082.88
MONEY,1251.58
,8000.985
JAIL,1832.245
LAWYER,1615.985
,7998.89
CHAIR,3850.03
STAIRS,1266.415
,7999.875
STOMP,4801.025
CROWN,1984.13
PLEAD,2566.44
,8001.295
,7999.96
,8000.365
,7998.925
,8000.75
,8000.415
,8000.705
,7999.52
STREAM,5233.965
CAMP,4316.505
MINOR,7999.5
,8000.08
,7999.07
,7998.365
,7999.735
,8000.74
BLACK,3733.485
,10470.055
,7996.9
,7989.09
,8002.855
,7995.365
,7998.19
SHORT,2400.57
DREAM,4366.825
,7999.08
,8000.91
,7999.36
,7998.275
BELOW,7382.52
STARS,1631.915
TRAIN,1365.27
DIRL,765.735
DIRT,633.505
,8001.1
,7999.815
,8000.365
,8000.665
,7999.58
,7999.355
,7998.8
,7998.34
,7999.58
,7999.87
,7999.22
,7998.04
,7999.74
,7999.44
,8001.53
,2065.815
,7998.965
,8000.16
,7998.36
,7988.06
,8000.1
,8000.24
,8000.29
,8000.24
