DelayedWord,DelayedRT
DREAM,1816.94
DOOR,1150.68
ROAD,2451.58
TRAIN,1484.82
HOOP,2368.305
SMILE,1017.635
SORRY,1884.55
SWAMP,2902.33
BRIDE,1550.71
TIGHT,3519.285
LAKE,2033.84
LAND,850.46
ORANGE,5271
YELLO,1049.985
YELLOW,1467.635
FISH,800.38
CORAL,3319.12
CLOCK,2634.665
EARLY,1000.48
HORN,3036.045
GUITAR,1382.995
OFFICE,2384.855
WORK,1934.705
LEMON,1333.875
BIRD,1601.005
FRIGHT,1800.985
OUTTAKE,3319.47
DAGGAR,3501.985
CLAM,1954.725
CRACKER,1884.575
FLOWER,1584.345
NEPHEW,2151.025
UNCLE,1033.95
CAMP,1667.98
WHEAT,1967.92
DEVIL,1317.51
THEIF,1367.775
KILL,1000.69
KISS,1417.27
FROG,1034.085
TRASH,4353.645
PILE,1133.85
THERE,1300.475
EARLY,1417.68
MINUTE,1934.605
SPOON,2651.81
CANCER,1400.825
CHAIR,7205.045
LAWYER,3769.06
DINNER,3902.93
WAITER,1467
MOTHER,2234.885
READ,1250.72
VERB,1284.345
SQUARE,1901.285
CANDLE,1600.95
BUCKET,1351.025
TENNIS,1550.935
BALLET,1250.94
HUNGRY,2601.82
WINTER,1167.105
MIDDLE,1134.275
PURPLE,2401.515
NAVY,1968.275
CLOWN,3819.74
BELOW,5503.5
BEFORE,2534.455
YOURS,1718.215
QUEEN,2935.075
QUART,1822.355
SHARK,1300.63
GRASS,1651.23
PEPPER,4703.795
TEETH,1283.4
RIVER,6029.37
,7988.99
,7988.925
STONE,1133.295
ROCK,7572.435
,7989.52
PICTURE,6754.405
PHONE,6254.22
,7988.96
GOLD,950.09
WEIGHT,1934.475
MONEY,1250.69
SCARED,6137.705
,7989.42
,7989.41
UNDER,6988.51
,7989.43
FAIR,2050.5
QUART,3786.395
,7989.115
,7989.505
,7988.66
,7997.42
CAMPSITE,2951.105
TRIBE,1184.225
,7996.475
