RecalledWord,StudyPosition,Block
STOP,1,1
RIGHT,2,1
CRACKER,3,1
CHAIR,4,1
CLAM,5,1
YELLOW,6,1
DREAM,7,1
GROSS,8,1
CHANGE,9,1
TWELVE,10,1
NUMBER,11,1
CHEESE,12,1
LENGTH,13,1
BOMB,14,1
WORK,15,1
JAIL,16,1
GLORY,17,1
FISH,18,1
STAIRS,19,1
SHEETS,20,1
STORY,21,1
WEIGHT,22,1
NEPHEW,23,1
PICKLE,24,1
WEST,25,1
LAWYER,26,1
ORANGE,27,1
BIRD,28,1
SONG,29,1
BEACH,30,1
DAGGER,31,1
FLOWER,32,1
MONEY,33,1
EGGS,34,1
SELLER,35,1
GUITAR,36,1
STREAM,37,1
FRIGHT,38,1
HORN,39,1
SMOOTH,40,1
NICKEL,41,1
OUTTAKE,42,1
DIRT,1,2
ROAD,2,2
SWEET,3,2
TIGHT,4,2
WHEAT,5,2
SHOES,6,2
SMILE,7,2
STARS,8,2
TRAIN,9,2
LAKE,10,2
WORLD,11,2
SWAMP,12,2
BLACK,13,2
BELOW,14,2
SOUTH,15,2
SMOKE,16,2
JUMP,17,2
FIVE,18,2
TRASH,19,2
KISS,20,2
NOISE,21,2
STOMACH,22,2
PRESENT,23,2
THIEF,24,2
DUSK,25,2
GHOST,26,2
MINOR,27,2
KILL,28,2
DOOR,29,2
PICTURE,30,2
POUND,31,2
SORRY,32,2
FROG,33,2
BRIDE,34,2
GEEK,35,2
HOOP,36,2
DEVIL,37,2
HOTEL,38,2
DEAF,39,2
LAND,40,2
CAMP,41,2
LEARN,42,2
WINTER,1,3
WAITER,2,3
NEWS,3,3
TOUR,4,3
LOOK,5,3
INHALE,6,3
READ,7,3
SUPPER,8,3
BALLET,9,3
THIRST,10,3
SQUARE,11,3
STATES,12,3
MOTHER,13,3
KIDNAP,14,3
CANDLE,15,3
BUCKET,16,3
PURPLE,17,3
MIDDLE,18,3
BUTTER,19,3
SOAP,20,3
LESS,21,3
TEST,22,3
SLOW,23,3
SPIDER,24,3
HUNGER,25,3
TENNIS,26,3
CHAIN,27,3
BORROW,28,3
BRANCH,29,3
FIRST,30,3
WILD,31,3
VERB,32,3
ARGUE,33,3
CLUE,34,3
SEEK,35,3
ALIVE,36,3
THREAD,37,3
MOST,38,3
NAVY,39,3
PAIN,40,3
TOES,41,3
NOSE,42,3
TEETH,1,4
OFFICE,2,4
SHORT,3,4
WHERE,4,4
CANCER,5,4
WHOLE,6,4
EARLY,7,4
QUEEN,8,4
PHONE,9,4
BEFORE,10,4
PEPPER,11,4
QUART,12,4
FINGER,13,4
CLOSE,14,4
TIGER,15,4
SHOVE,16,4
SHARK,17,4
FOUND,18,4
ENTER,19,4
PLANT,20,4
YOURS,21,4
THROW,22,4
WORST,23,4
GRASS,24,4
HORSE,25,4
THERE,26,4
FENCE,27,4
CLOCK,28,4
SPOON,29,4
MEAN,30,4
MINUTE,31,4
ANIMAL,32,4
ROCK,33,4
UNCLE,34,4
LEAVES,35,4
MINUS,36,4
DOLLAR,37,4
LEMON,38,4
BEHIND,39,4
MUSCLE,40,4
GIRLS,41,4
CORAL,42,4
