Participant,Prime,Prime_Duration,rt,Response
NJ,CEASE,49.75,967.43,XXXXX
NJ,TRIVIA,49.265,1947.38,XXXXX
NJ,SNAP,48.845,819.945,FIRE
NJ,SUIT,50.245,1470.785,STOP
NJ,EFFIGY,50.705,65.78,XXXXX
NJ,MIDLAND,49.035,2531.905,MIDDLE
NJ,PULL,51.305,1420.735,PULL
NJ,SPAN,50.985,927.38,SPAN
NJ,RESUME,49.855,1082.14,RESUME
NJ,PEEP,50.47,1594.505,FINISH
NJ,CHEAT,51.1,1215.925,CHEAT
NJ,SPUNK,51.88,2535.33,SPUNK
NJ,SHAVE,50.055,1435.875,PAIL
NJ,FAUNA,48.75,1553.055,FAIL
NJ,DAMAGE,49.645,1903.28,DAMAGE
NJ,FLAK,50.59,250.32,XXXXX
NJ,LYNX,49.655,382.265,XXXXX
NJ,TRAITOR,49.585,866.34,PARK
NJ,VODKA,48.1,1527.285,VODKA
NJ,SPUN,50.15,1491.065,SPELL
NJ,LEND,49.68,1621.75,LEGEND
NJ,MORAL,50.5,1016.505,MORAL
NJ,CLAW,49.88,1121.895,CLA
NJ,FOREST,50.25,1990.895,REACH
NJ,CHEER,48.67,1050.01,CHEER
NJ,MEET,50.055,922.47,MEET
NJ,UNEASY,49.095,1217.15,UNEASY
NJ,ERUPT,49.795,1887.8,JEANS
NJ,MUZZLE,50.04,902.085,XXXXX
NJ,OPTION,50.12,1221.7,CHOOSE
NJ,REACTOR,50.83,899.965,REAL
NJ,VOID,49.98,2129.61,SURE
NJ,HOSTEL,49.905,865.575,HOTEL
NJ,FREAK,49.44,1267.66,FREAK
NJ,CORNER,50.915,1377.745,CORNER
NJ,PIAZZA,49.315,835.16,PARENT
NJ,KEEP,48.87,702.97,KID
NJ,STARK,51.49,1184.475,STAR
NJ,WIND,50.345,1301.125,WEAK
NJ,TOTALLY,48.26,652.415,T
