Participant,Prime,Prime_Duration,rt,Response
AR2,TOTALLY,49.225,655.29,XXXXX
AR2,OPTION,49.83999999,339.4,XXXXX
AR2,VODKA,50.38,282.835,XXXXX
AR2,CHEER,50.215,483.32,XXXXX
AR2,MUZZLE,50.25,416.735,XXXXX
AR2,TRIVIA,49.78500001,349.86,XXXXX
AR2,SNAP,50.02499997,284.01,XXXXX
AR2,CORNER,50.22,366.835,XXXXX
AR2,TRAITOR,50.12500001,416.705,XXXXX
AR2,CLAW,49.65500001,666.12,XXXXX
AR2,KEEP,49.98000001,49.94000003,XXXXX
AR2,DAMAGE,50.51,317.45,XXXXX
AR2,REACTOR,50.33500001,649.665,XXXXX
AR2,PEEP,49.95500002,350.195,XXXXX
AR2,LYNX,50.445,617.015,XXXXX
AR2,FOREST,50.135,466.45,XXXXX
AR2,WIND,49.86,366.19,XXXXX
AR2,HOSTEL,50.72500001,433.31,XXXXX
AR2,LEND,49.95500002,1433.59,XXXXX
AR2,MEET,49.56499999,654.5,XXXXX
AR2,VOID,49.68,888.55,XXXXX
AR2,SPUN,50.37000001,288.935,XXXXX
AR2,SPAN,49.86500001,33.52,XXXXX
AR2,RESUME,49.52,533.435,XXXXX
AR2,ERUPT,49.975,716.845,XXXXX
AR2,SPUNK,49.86999999,700.07,XXXXX
AR2,SHAVE,49.93500002,372.07,XXXXX
AR2,SUIT,49.45999998,539.225,XXXXX
AR2,PULL,50.345,657.21,XXXXX
AR2,UNEASY,50.33500001,322.99,XXXXX
AR2,MORAL,49.84999998,404.8,XXXXX
AR2,CHEAT,49.96999999,56.35,XXXXX
AR2,STARK,50.55499999,517.245,XXXXX
AR2,EFFIGY,49.745,183.21,XXXXX
AR2,MIDLAND,50.38,85.15999999,XXXXX
AR2,FREAK,50.085,649.985,XXXXX
AR2,PIAZZA,49.99500001,299.755,XXXXX
AR2,FAUNA,35.775,283.45,XXXXX
AR2,FLAK,50.135,382.885,XXXXX
AR2,CEASE,50.13000002,434.79,XXXXX
