Participant,Prime,Prime_Duration,rt,Response
TB,FAUNA,49.585,8001.195, 
TB,SPAN,50.75499999,7998.115,XXXXX
TB,VOID,49.29,7998.775,XXXXX
TB,LEND,51.265,7999.655,XXXXX
TB,UNEASY,49.66999999,2815.58,XXXXX
TB,KEEP,50.63,816.945,XXXXX
TB,CHEER,50.45000001,1466.945,CHEER
TB,REACTOR,50.97499999,1332.35,XXXXX
TB,CORNER,50.12,1866.93,CORNER
TB,WIND,49.66999999,4069.97,CORNER
TB,SUIT,50.94999999,1365.57,SUIT
TB,MUZZLE,38.935,365.875,XXXXX
TB,MORAL,49.00499999,1148.86,MORAL
TB,SHAVE,49.59499999,399.48,XXXXX
TB,FOREST,49.025,1266.28,FOREST
TB,STARK,49.81,249.865,XXXXX
TB,SPUNK,50.22999999,1768.12,SPUNK
TB,CHEAT,50.12500001,2516.245,CHEER
TB,LYNX,49.415,466.295,XXXXX
TB,PULL,49.82,1015.21,PULL
TB,RESUME,49.915,1799.06,RESUME
TB,CEASE,52.36,299.91,XXXXX
TB,VODKA,49.875,1665.865,VODKA
TB,TRAITOR,49.55500001,2049.04,TRAITOR
TB,TRIVIA,49.595,282.925,XXXXX
TB,EFFIGY,50.095,2649.675,FRIGHT
TB,DAMAGE,50.07499999,2224.985,DAMAGE
TB,FREAK,49.96999999,266.01,XXXXX
TB,SNAP,50.345,1849.04,KIDNAP
TB,HOSTEL,49.105,249.37,XXXXX
TB,TOTALLY,35.79499999,1600.465,TOTALLY
TB,ERUPT,49.455,349.595,XXXXX
TB,FLAK,50.76499999,3266.22,FLAKE
TB,SPUN,50.32,249.445,XXXXX
TB,PEEP,50.41500001,1216.57,PEEP
TB,CLAW,49.94,1333.26,CLAW
TB,PIAZZA,50.67499999,1148.82,PIZZA
TB,MEET,50.16,1066.82,MEET
TB,MIDLAND,49.445,265.94,XXXXX
TB,OPTION,49.94500001,1499.33,PORTION
