"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"GLASSES","slash",1.45713,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"LEMON","slash",1.178915,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",33,2,"Identical",NA,NA,NA
"SHIRT","z",1.004765,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TIRED","slash",1.553745,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"THIEF","slash",1.114395,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",17,4,"Identical",NA,"18",NA
"KILL","slash",1.75239,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",40,4,"Identical",NA,"19",NA
"HATE","z",0.829185,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HUNGER","slash",0.84979,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",36,1,NA,NA,"10",NA
"QUART","z",0.630675,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",30,2,"Identical",NA,NA,NA
"STOP","slash",1.395415,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",29,3,"Identical",NA,NA,NA
"CAKE","z",1.09932,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"RENT","z",1.025025,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BABY","z",0.927235,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"DESERT","slash",1.38137,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"EGGS","slash",0.90036,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",38,3,NA,NA,"12",NA
"SOAP","z",2.071185,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",21,1,NA,NA,NA,NA
"FENCE","slash",0.88373,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",9,2,NA,NA,"20",NA
"PLANE ","z",2.184515,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SMOKE","slash",0.84164,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",10,4,NA,NA,"10",NA
"BOMB","z",1.08332,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",7,3,"Identical",NA,NA,NA
"TOUR","slash",0.7654,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MUSCLE","slash",1.18955,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",21,2,NA,NA,NA,NA
"PAPER","z",1.778785,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ANIMAL","slash",1.512075,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",28,2,NA,NA,NA,NA
"SHOVE","z",0.87128,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",32,2,NA,NA,NA,NA
"SMILE","slash",0.85607,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",41,4,NA,NA,"1",NA
"STEAL","z",1.463695,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"NAVY","slash",0.951095,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",9,1,NA,NA,NA,NA
"STATES","z",1.063245,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",30,1,NA,NA,NA,NA
"TIGER","z",0.92873,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",6,2,NA,NA,"5",NA
"PENCIL","z",3.470755,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"THIRST","slash",1.003655,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",8,1,NA,NA,NA,NA
"STRANGE","z",1.094935,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BIKE","",NA,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CANDLE","",NA,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",20,1,NA,NA,NA,NA
"JUMP","",NA,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",34,4,NA,NA,"16","13"
"PLANT","slash",1.129355,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",40,2,NA,NA,"30","3"
"COPY","slash",2.14806,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ONCE","z",0.842085,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"EXACT","z",0.66447,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"QUIET","slash",0.96818,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ARMS","z",0.47932,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DRESS","slash",0.846425,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"MILK","slash",0.81629,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",28,1,NA,NA,"8",NA
"TRAILER","z",0.63649,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SMART","slash",0.619785,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"CASTLE","z",3.359475,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SHOES","slash",0.602085,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",31,4,NA,NA,NA,NA
"BIRD","z",1.117345,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",30,3,NA,NA,NA,NA
"STREET","z",1.52874,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SCISSORS","slash",1.10106,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MINIMUM","slash",0.81549,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WHEAT","slash",1.14653,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",7,4,NA,NA,NA,NA
"MUSIC ","slash",1.448705,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PLAN","z",0.71766,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SPOTS","z",0.79535,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TEETH","slash",0.94662,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",1,2,NA,NA,NA,NA
"NOSE","slash",1.85834,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",15,1,NA,NA,NA,NA
"ALIVE","z",0.697865,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",18,1,NA,NA,NA,NA
"SLEEP","slash",0.797485,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"OVEN","z",0.534635,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"NECK","slash",0.90513,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"WEST","z",1.39888,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",23,3,NA,NA,"9",NA
"MARRY","z",0.53494,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"TEST","slash",2.12678,"TB",1,"2020-07-09_15h31.52.104","DelayedExp","2020.1.3",60,"Studied",40,1,"Identical",NA,NA,NA
