"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"DRAW","slash",2.329805,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BEFORE","z",2.48513,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",27,3,"Identical",NA,NA,NA
"STEAL","slash",1.15083,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TOES","slash",0.649135,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",16,2,NA,NA,NA,NA
"FLOWER","slash",0.63218,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",42,4,"Identical",NA,"27",NA
"HOTEL","slash",0.8833,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",36,1,NA,NA,"11,18",NA
"EFFECT","z",0.833165,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ONCE","z",1.034185,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"NICKEL","z",0.764415,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",22,4,"Identical",NA,NA,NA
"BRAIN","z",0.832505,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"LAKE","z",0.63449,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",17,1,NA,NA,NA,NA
"SOFT","z",0.533515,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WHOLE","z",0.649585,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",15,3,NA,NA,NA,NA
"DEVIL","slash",0.71555,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,"Studied",18,1,NA,NA,"8,12",NA
"CAKE","z",0.53352,"CW",2,"2020-07-09_15h23.49.642","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
