"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"NIGHTS","z",1.837215,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"DEAF","z",0.856215,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",26,2,NA,NA,NA,NA
"NONE","slash",1.28355,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"POTATO","z",1.638275,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BOMB","slash",1.89634,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",27,1,"Identical",NA,NA,NA
"DEVIL","slash",0.845255,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",42,2,"Identical",NA,NA,NA
"SHERIFF","z",1.062205,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"THIN","z",0.98258,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FOUND","slash",0.97401,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",33,4,NA,NA,"11",NA
"SELF","slash",1.01295,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SUBJECT","z",1.128075,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CLOSE","slash",1.23243,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",25,4,NA,NA,NA,NA
"STOMACH","slash",0.717525,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",38,2,NA,NA,"17",NA
"STREET","slash",1.316185,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SLOW","z",1.526,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",36,3,"Identical",NA,NA,NA
"STORE","slash",1.726825,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GLASSES","z",1.248285,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"QUEEN","z",0.99673,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",32,4,NA,NA,NA,NA
"PAPER","z",1.054,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MOVE","z",1.708245,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DUSK","slash",0.7542,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",3,2,NA,NA,"3",NA
"PURPOSE","z",0.958085,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"WHEAT","slash",0.657135,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",20,2,NA,NA,"25","15"
"HATE","z",1.26182,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"VERB","slash",1.3433,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",10,3,"Identical",NA,NA,NA
"BRIDE","slash",0.62442,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",35,2,NA,NA,"5",NA
"GUILT","z",1.11265,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SHIRT","z",0.87259,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FOOD","slash",1.37239,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BORROW","z",1.12917,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",28,3,"Identical",NA,NA,NA
"SHEEP","slash",1.025935,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"FINGER","slash",0.81891,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",20,4,NA,NA,NA,NA
"GRAND","z",0.933035,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MOTHER","slash",0.981255,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",26,3,NA,NA,NA,NA
"BRANCH","slash",1.03219,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",20,3,"Identical",NA,NA,NA
"PROBLEM","slash",1.743475,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PIECE","z",1.163225,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BEFORE","z",0.920275,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",42,4,NA,NA,"3",NA
"SHOVE","slash",1.391185,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",17,4,"Identical",NA,NA,NA
"MAID","slash",0.88967,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"YOURS","z",1.102915,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",10,4,NA,NA,NA,NA
"MAD","z",0.88931,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DOLLAR","slash",0.840835,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",16,4,"Identical",NA,NA,NA
"BLACK","slash",1.308705,"CN",1,"2020-07-17_20h03.21.491","DelayedExp","2020.1.3",60,"Studied",11,2,"Identical",NA,NA,NA
