"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"STAIRS",7999.575,"Studied",31,2,NA,"11",NA
"GIRLS",2833.14,"Studied",14,1,NA,"1",NA
"HAMMER",1482.825,"Studied",17,2,NA,"27",NA
"LAKE",966.2349999,"Studied",16,3,NA,"8",NA
"BELOW",3066.365,"Studied",17,3,NA,"10",NA
"BRIDE",2083.19,"Studied",19,3,NA,"12",NA
"SNAKE",2699.705,"Studied",20,3,NA,"13",NA
"POUND",2083.365,"Studied",22,3,"Identical","14",NA
"SHEET",4599.62,NA,NA,NA,NA,NA,NA
"PLANET",6299.42,"Studied",32,2,NA,"12",NA
"STORY",1466.53,"Studied",28,2,NA,"25,31",NA
"PLANT",6032.845,"Studied",18,1,NA,"14",NA
"OFFICE",1899.745,"Studied",19,1,NA,"15",NA
"GRASS",4483.055,"Studied",10,1,NA,"6,13",NA
"TIGER",1399.815,"Studied",8,1,NA,"7",NA
"",8016.17,NA,NA,NA,NA,NA,NA
"CRACKER",2583.145,"Studied",39,2,NA,"27",NA
"THEIR",2699.59,NA,NA,NA,NA,NA,NA
"YOUR",1649.93,NA,NA,NA,NA,NA,NA
"MOTHER",1916.6,"Studied",3,4,NA,"3",NA
"LOVING",2949.69,"Studied",15,4,NA,"9",NA
"TENNIS",3717.12,"Studied",4,4,NA,"4",NA
"BLEACH",2017.045,"Studied",5,4,NA,"5",NA
"BUCKET",5249.735,"Studied",22,4,NA,"7",NA
"",7999.445,NA,NA,NA,NA,NA,NA
"",7999.445,NA,NA,NA,NA,NA,NA
"ARGUE",2816.345,"Studied",17,4,NA,"11",NA
"",7999.455,NA,NA,NA,NA,NA,NA
"",7999.455,NA,NA,NA,NA,NA,NA
"",7999.6,NA,NA,NA,NA,NA,NA
"",7999.6,NA,NA,NA,NA,NA,NA
"SWAMP",4682.965,"Studied",13,3,NA,"7",NA
"CHEESE",5799.26,"Studied",20,2,NA,"20",NA
"LENGTH",1916.05,"Studied",24,2,"Identical","19",NA
"GROSS",1699.865,"Studied",23,2,NA,"22",NA
"BEACH",6332.305,"Studied",22,2,NA,"18",NA
"",7999.45,NA,NA,NA,NA,NA,NA
"PICKLE",2533.59,"Studied",33,2,"Identical",NA,NA
"KI",7999.165,NA,NA,NA,NA,NA,NA
"ENTER",7999.65,"Studied",11,1,NA,"18",NA
"CLOSE",7998.59,"Studied",17,1,NA,"19",NA
"STAIR",8000.035,"Studied",1,1,NA,"3",NA
"HO",7999.09,NA,NA,NA,NA,NA,NA
"HORSE",7999.59,"Studied",28,1,"Identical","24",NA
"",7999.025,NA,NA,NA,NA,NA,NA
"QUEEN",7999.875,"Studied",26,1,NA,"8",NA
"WHERE",7998.94,"Studied",40,1,NA,"11",NA
"",7999.23,NA,NA,NA,NA,NA,NA
"CLOCK",7999.83,"Studied",42,1,NA,"26",NA
"DEAF",7999.47,"Studied",2,3,NA,"2",NA
"PICTURE",7999.425,"Studied",4,3,"Identical","33",NA
"",7999.945,NA,NA,NA,NA,NA,NA
"",7999.34,NA,NA,NA,NA,NA,NA
"FIVE",4699.075,"Studied",1,3,NA,"1",NA
"GHOST",8000.015,"Studied",5,3,NA,"6",NA
"",7998.745,NA,NA,NA,NA,NA,NA
"WORK",3699.1,"Studied",1,2,NA,"1",NA
"GUITAR",1666.545,"Studied",2,2,NA,"2",NA
"CHAIR",1216.595,"Studied",3,2,NA,"3",NA
"DAGGER",4249.805,"Studied",5,2,"Identical","5",NA
"BIRD",899.59,"Studied",7,2,NA,"6",NA
"FISH",983.3250002,"Studied",8,2,NA,"8",NA
"WEIGHT",1066.65,"Studied",9,2,NA,"9",NA
"STOP",1116.69,"Studied",10,2,NA,"10",NA
"",8000.3,NA,NA,NA,NA,NA,NA
"WEST",5465.36,"Studied",4,2,NA,"4",NA
"SOUTH",3600.235,"Studied",28,3,NA,NA,NA
"DUSK",7998.78,"Studied",29,3,NA,"35",NA
"",7999.505,NA,NA,NA,NA,NA,NA
"",7999.36,NA,NA,NA,NA,NA,NA
"",7999.565,NA,NA,NA,NA,NA,NA
"",8000.18,NA,NA,NA,NA,NA,NA
"",7998.505,NA,NA,NA,NA,NA,NA
"",7999.47,NA,NA,NA,NA,NA,NA
"",7999.445,NA,NA,NA,NA,NA,NA
"",7999.445,NA,NA,NA,NA,NA,NA
"",7999.295,NA,NA,NA,NA,NA,NA
"",7999.405,NA,NA,NA,NA,NA,NA
"MILK",7999.055,"Studied",14,4,"Identical","8",NA
"",7999.62,NA,NA,NA,NA,NA,NA
"LAUGH",8000.04,"Studied",41,2,"Identical","24",NA
"",7998.725,NA,NA,NA,NA,NA,NA
"",7999.285,NA,NA,NA,NA,NA,NA
"",7999.115,NA,NA,NA,NA,NA,NA
"",7999.43,NA,NA,NA,NA,NA,NA
"",7999.335,NA,NA,NA,NA,NA,NA
"STOMACH",8025.335,"Studied",23,3,NA,"15",NA
"",7999.6,NA,NA,NA,NA,NA,NA
"",7999.6,NA,NA,NA,NA,NA,NA
"",7999.985,NA,NA,NA,NA,NA,NA
"",7998.89,NA,NA,NA,NA,NA,NA
"",7999.44,NA,NA,NA,NA,NA,NA
"",8000.08,NA,NA,NA,NA,NA,NA
"",7998.91,NA,NA,NA,NA,NA,NA
"",7999.395,NA,NA,NA,NA,NA,NA
"",7999.455,NA,NA,NA,NA,NA,NA
"",7999.455,NA,NA,NA,NA,NA,NA
"",7999.225,NA,NA,NA,NA,NA,NA
"",7998.92,NA,NA,NA,NA,NA,NA
"",1583.465,NA,NA,NA,NA,NA,NA
