"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"LEMON",3066.645,"Studied",26,4,NA,"13,9",NA
"",7994.335,NA,NA,NA,NA,NA,NA
"LEAVES",7346.37,"Studied",35,4,NA,"12",NA
"BEACH",5016.845,"Studied",4,1,"Identical","9,28",NA
"WORLD",1075.32,"Studied",8,2,NA,"9",NA
"LAUGH",1081.995,"Studied",3,1,NA,"1",NA
"BUCKET",6765.91,"Studied",1,3,NA,"1",NA
"SOAP",856.085,"Studied",3,3,NA,"3",NA
"BUTTER",2093.41,"Studied",6,3,NA,"7",NA
"SQUARE",2082.485,"Studied",5,3,NA,"5",NA
"",8006.255,NA,NA,NA,NA,NA,NA
"WAITER",2792.355,"Studied",24,3,NA,"9",NA
"NOSE",792.52,"Studied",23,3,NA,"11",NA
"WH",8002.065,NA,NA,NA,NA,NA,NA
"WHEAT",1252.775,"Studied",20,2,NA,"25",NA
"",8012.555,NA,NA,NA,NA,NA,NA
"",7999.975,NA,NA,NA,NA,NA,NA
"",7998.68,NA,NA,NA,NA,NA,NA
"DIRT",2516.385,"Studied",5,2,NA,"8",NA
"DIRTY",1199.02,"Studied",1,2,NA,"4",NA
"",8004.995,NA,NA,NA,NA,NA,NA
"",8001.15,NA,NA,NA,NA,NA,NA
"",7998.24,NA,NA,NA,NA,NA,NA
"",7999.245,NA,NA,NA,NA,NA,NA
"TABLE",4330.715,NA,NA,NA,NA,NA,NA
"MILK",4432.75,"Studied",22,3,NA,"10",NA
"",8005.93,NA,NA,NA,NA,NA,NA
"",7997.935,NA,NA,NA,NA,NA,NA
"",7998.145,NA,NA,NA,NA,NA,NA
"",8002.99,NA,NA,NA,NA,NA,NA
"",7989.91,NA,NA,NA,NA,NA,NA
"",7997.59,NA,NA,NA,NA,NA,NA
"",7993.875,NA,NA,NA,NA,NA,NA
"",7989.315,NA,NA,NA,NA,NA,NA
"",7995.68,NA,NA,NA,NA,NA,NA
"",7989.08,NA,NA,NA,NA,NA,NA
"",8007.73,NA,NA,NA,NA,NA,NA
"",7989.835,NA,NA,NA,NA,NA,NA
"",7999.25,NA,NA,NA,NA,NA,NA
"",7994.975,NA,NA,NA,NA,NA,NA
"",8005.335,NA,NA,NA,NA,NA,NA
"",7994.64,NA,NA,NA,NA,NA,NA
"",7998.74,NA,NA,NA,NA,NA,NA
"",7996.045,NA,NA,NA,NA,NA,NA
"",7992.405,NA,NA,NA,NA,NA,NA
"",8009.95,NA,NA,NA,NA,NA,NA
"",8005.9,NA,NA,NA,NA,NA,NA
"",7992.53,NA,NA,NA,NA,NA,NA
"",7999.855,NA,NA,NA,NA,NA,NA
"",8006.515,NA,NA,NA,NA,NA,NA
"",8010.87,NA,NA,NA,NA,NA,NA
"",7998.88,NA,NA,NA,NA,NA,NA
"",7999.58,NA,NA,NA,NA,NA,NA
"",7988.865,NA,NA,NA,NA,NA,NA
"",8003.615,NA,NA,NA,NA,NA,NA
"",7999.655,NA,NA,NA,NA,NA,NA
"",8003.795,NA,NA,NA,NA,NA,NA
"",7998.325,NA,NA,NA,NA,NA,NA
"",7998.32,NA,NA,NA,NA,NA,NA
"",8007.78,NA,NA,NA,NA,NA,NA
"",7997.325,NA,NA,NA,NA,NA,NA
"",8004.915,NA,NA,NA,NA,NA,NA
"",8007.52,NA,NA,NA,NA,NA,NA
"",8001.965,NA,NA,NA,NA,NA,NA
"",8002.9,NA,NA,NA,NA,NA,NA
"",8001.595,NA,NA,NA,NA,NA,NA
"",8001.8,NA,NA,NA,NA,NA,NA
"",8007.88,NA,NA,NA,NA,NA,NA
"",8006.31,NA,NA,NA,NA,NA,NA
"",8000.155,NA,NA,NA,NA,NA,NA
"",8017.63,NA,NA,NA,NA,NA,NA
"",7998.37,NA,NA,NA,NA,NA,NA
"",7993.685,NA,NA,NA,NA,NA,NA
"",7991.875,NA,NA,NA,NA,NA,NA
"",8003.12,NA,NA,NA,NA,NA,NA
"",7998.605,NA,NA,NA,NA,NA,NA
"",8007.65,NA,NA,NA,NA,NA,NA
"",7996.4,NA,NA,NA,NA,NA,NA
"",8000.71,NA,NA,NA,NA,NA,NA
"",1184.37,NA,NA,NA,NA,NA,NA
