"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"YEAR","z",2.34429,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SUPPER","slash",0.698435,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",1,2,NA,NA,"22","14"
"BEACH","slash",1.0454,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",30,4,"Identical",NA,NA,NA
"MANY","z",0.691195,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CANCER","slash",1.15996,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",7,3,NA,NA,"14",NA
"SPICE","z",0.64297,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SPIDER","z",1.278055,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",28,2,NA,NA,"18",NA
"SKIN","slash",1.788505,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SHEEP","z",0.78163,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ITCH","slash",0.97927,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SWEET","z",1.04336,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",34,1,NA,NA,NA,NA
"SING","z",1.07651,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MONEY","slash",0.72457,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",14,4,"Identical",NA,NA,NA
"ANNOY","z",0.6264,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"NICKEL","z",0.693665,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",31,4,NA,NA,NA,NA
"SOUR","slash",0.777285,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SHORT","slash",0.659315,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",9,3,NA,NA,"21","19"
"JEANS","z",0.774195,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"LARGE","z",0.776135,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FIRE","z",0.791675,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SPOON","slash",0.678635,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",40,3,NA,NA,"2",NA
"WILD","slash",0.61109,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",17,2,"Identical",NA,"28","34"
"HEAD","slash",0.59309,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BRANCH","slash",0.599945,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",16,2,NA,NA,"16,33","35"
"SOUTH","z",0.96607,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",1,1,"Identical",NA,NA,NA
"TOCK","z",0.59286,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BALLET","slash",0.791535,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",31,2,NA,NA,"3",NA
"LAKE","slash",1.208895,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",22,1,NA,NA,NA,NA
"HOTEL","slash",0.860425,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",41,1,"Identical",NA,NA,NA
"WEST","slash",0.532395,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",20,4,"Identical",NA,"18","91"
"NEPHEW","slash",0.69314,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",12,4,NA,NA,"13",NA
"BRAIN","slash",0.869175,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ROSE","slash",0.593555,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TAKE","z",0.56482,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SONG","slash",1.229835,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SOFT","z",0.826245,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"COLLECT","z",1.009895,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CAKE","z",0.90944,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"NEWS","slash",0.760995,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BOMB","slash",1.059435,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",36,4,NA,NA,NA,NA
"PENCIL","slash",1.142245,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"TIGER","slash",0.760995,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",4,3,NA,NA,"12",NA
"DUSK","slash",1.275825,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",9,1,NA,NA,NA,NA
"THIRST","slash",0.659275,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,"Studied",29,2,"Identical",NA,NA,NA
"CARRY","z",0.860545,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"VOTE","slash",0.70754,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GLORY","slash",0.67615,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PURPOSE","slash",0.641295,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SILVER","z",0.836015,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"FOOD","z",0.84391,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BUSH","z",0.92774,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ENGLISH","slash",1.34263,"KT",2,"2020-07-03_12h25.49.002","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
