"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"BRIDE",3933.52,"Studied",13,1,"Identical","8",NA
"FROG",3617.74,"Studied",41,1,NA,"2",NA
"HUNGER",3084.74,"Studied",19,2,"Identical","31",NA
"BUTTER",2122.085,"Studied",20,2,"Identical",NA,NA
"MILK",1483.67,"Studied",21,2,NA,"16",NA
"LAKE",1202.78,"Studied",27,1,NA,"18",NA
"LAYER",3783.28,"Studied",6,1,NA,"6",NA
"THIEF",2217.025,"Studied",2,1,NA,"4",NA
"SHOE",1516.705,"Studied",6,2,NA,"10",NA
"WINTER",1131.585,"Studied",3,2,"Identical",NA,NA
"CANDLE",2884.425,"Studied",4,2,"Identical","15",NA
"KISS",7450.555,"Studied",9,1,NA,"16",NA
"GHOST",1215.2,"Studied",10,1,NA,"17",NA
"WHEAT",1197.73,"Studied",25,1,NA,"23",NA
"WORLD",798.355,"Studied",16,1,NA,"24",NA
"BLACK",7135.955,"Studied",37,1,NA,"10",NA
"",8002.195,NA,NA,NA,NA,NA,NA
"",8072.695,NA,NA,NA,NA,NA,NA
"BLEACH",5667.78,"Studied",35,2,NA,"9",NA
"SWEET",8000.575,"Studied",31,1,NA,"25",NA
"",8000.455,NA,NA,NA,NA,NA,NA
"",8000.455,NA,NA,NA,NA,NA,NA
"",8000.84,NA,NA,NA,NA,NA,NA
"BUCKET",8000.27,"Studied",39,2,"Identical","34",NA
"",8017.52,NA,NA,NA,NA,NA,NA
"",8001.59,NA,NA,NA,NA,NA,NA
"",8000.455,NA,NA,NA,NA,NA,NA
"",8000.455,NA,NA,NA,NA,NA,NA
"",8002.09,NA,NA,NA,NA,NA,NA
"",8000.78,NA,NA,NA,NA,NA,NA
"ENTER",5402.475,"Studied",22,3,NA,"2",NA
"",7999.745,NA,NA,NA,NA,NA,NA
"",8001.19,NA,NA,NA,NA,NA,NA
"BELOW",4349.985,"Studied",40,1,NA,"1",NA
"",7999.84,NA,NA,NA,NA,NA,NA
"",8000.495,NA,NA,NA,NA,NA,NA
"CLOCK",4249.15,"Studied",42,3,NA,"11",NA
"",8000.925,NA,NA,NA,NA,NA,NA
"TOES",6484.035,"Studied",10,2,NA,"13",NA
"NOSE",3767.64,"Studied",24,2,NA,"17",NA
"",8001.815,NA,NA,NA,NA,NA,NA
"",8000.42,NA,NA,NA,NA,NA,NA
"",8000.555,NA,NA,NA,NA,NA,NA
"",8001.49,NA,NA,NA,NA,NA,NA
"",8000.085,NA,NA,NA,NA,NA,NA
"",7998.33,NA,NA,NA,NA,NA,NA
"",8000.065,NA,NA,NA,NA,NA,NA
"",8006.59,NA,NA,NA,NA,NA,NA
"",8000.745,NA,NA,NA,NA,NA,NA
"",8000.55,NA,NA,NA,NA,NA,NA
"",8000.67,NA,NA,NA,NA,NA,NA
"",8000.67,NA,NA,NA,NA,NA,NA
"",8000.67,NA,NA,NA,NA,NA,NA
"",8000.67,NA,NA,NA,NA,NA,NA
"",8002.15,NA,NA,NA,NA,NA,NA
"",7999.885,NA,NA,NA,NA,NA,NA
"",8000.76,NA,NA,NA,NA,NA,NA
"",8001.515,NA,NA,NA,NA,NA,NA
"",8000.285,NA,NA,NA,NA,NA,NA
"",8000.06,NA,NA,NA,NA,NA,NA
"",8002.39,NA,NA,NA,NA,NA,NA
"",7997.38,NA,NA,NA,NA,NA,NA
"",7991.82,NA,NA,NA,NA,NA,NA
"",7999.145,NA,NA,NA,NA,NA,NA
"",8000.91,NA,NA,NA,NA,NA,NA
"FALL",1933.765,NA,NA,NA,NA,NA,NA
"",8001.375,NA,NA,NA,NA,NA,NA
"BEACH",2385.285,"Studied",3,4,NA,NA,NA
"CHAIR",1366.73,"Studied",2,4,NA,NA,NA
"FLOWER",1156.35,"Studied",4,4,NA,"38",NA
"FRANCE",3033.75,"Studied",5,4,NA,NA,NA
"WORK",598.805,"Studied",7,4,NA,"12",NA
"NEPHEW",3266.895,"Studied",8,4,NA,NA,NA
"NICKEL",2618.195,"Studied",12,4,NA,NA,NA
"SMOOTH",2334.55,"Studied",13,4,NA,NA,NA
"HORNS",6598.945,NA,NA,NA,NA,NA,NA
"TWELVE",2281.585,"Studied",15,4,NA,NA,NA
"CHEESE",1266.615,"Studied",17,4,"Identical",NA,NA
"GUITAR",2799.91,"Studied",21,4,NA,NA,NA
"FISH",2950.39,"Studied",24,4,"Identical",NA,NA
"",8000.52,NA,NA,NA,NA,NA,NA
"",7998.215,NA,NA,NA,NA,NA,NA
"",8001.27,NA,NA,NA,NA,NA,NA
"",8000.72,NA,NA,NA,NA,NA,NA
"",7997.82,NA,NA,NA,NA,NA,NA
"",8001.775,NA,NA,NA,NA,NA,NA
"",8003.38,NA,NA,NA,NA,NA,NA
"",8002.33,NA,NA,NA,NA,NA,NA
"",8000.805,NA,NA,NA,NA,NA,NA
"",7998.69,NA,NA,NA,NA,NA,NA
"",8002.4,NA,NA,NA,NA,NA,NA
"",8000.37,NA,NA,NA,NA,NA,NA
"",8000.645,NA,NA,NA,NA,NA,NA
"",8000.33,NA,NA,NA,NA,NA,NA
"",4601.48,NA,NA,NA,NA,NA,NA
