"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"MILK",7989.25,"Studied",3,1,"Identical","4",NA
"BLEACH",8002.43,"Studied",6,1,NA,"5",NA
"PURPLE",8000.47,"Studied",9,1,NA,"7",NA
"LOVING",8001.535,"Studied",2,1,NA,"2",NA
"NAVY",8001.685,"Studied",13,1,NA,"11",NA
"BALLET",7999.295,"Studied",12,1,NA,"10",NA
"NOSE",7989.745,"Studied",11,1,NA,"9",NA
"ALIVE",8000.6,"Studied",14,1,"Identical","12",NA
"SUPPER",8003.225,"Studied",15,1,NA,"13",NA
"TOES",8001.165,"Studied",18,1,NA,"14",NA
"LESS",8001.02,"Studied",21,1,NA,"15",NA
"MOST",8002.275,"Studied",22,1,NA,"16",NA
"TEST",7990.925,"Studied",25,1,"Identical","19",NA
"READ",8001.465,"Studied",28,1,NA,"20",NA
"FIRST",8000.255,"Studied",31,1,NA,"23",NA
"KIDNAP",8001.67,"Studied",32,1,"Identical","24",NA
"MOTHER",7998.17,"Studied",33,1,NA,"25",NA
"WAITER",8001.505,"Studied",41,1,NA,"29",NA
"STRING",8003.755,NA,NA,NA,NA,NA,NA
"SHARK",8000.965,"Studied",1,2,NA,"1",NA
"UNCLE",7994.95,"Studied",2,2,NA,"3",NA
"PUSH",8002.555,NA,NA,NA,NA,NA,NA
"PEPPER",8000.66,"Studied",5,2,"Identical","5",NA
"SHORT",8003.705,"Studied",11,2,NA,"7",NA
"MUSCLE",8004.7,"Studied",10,2,NA,"8",NA
"LEMON",7999.225,"Studied",15,2,NA,"11",NA
"FENCE",8003.15,"Studied",13,2,NA,"9",NA
"FOUND",7999.9,"Studied",14,2,NA,"10",NA
"SCARED",8000.045,"Studied",17,2,NA,"12",NA
"CLOCK",8000.285,"Studied",18,2,NA,"13",NA
"FINGER",8001.37,"Studied",19,2,"Identical","14",NA
"QUEEN",8001.745,"Studied",20,2,NA,"15",NA
"EARLY",7999.55,"Studied",21,2,NA,"16",NA
"CHANGE",10715.275,"Studied",19,3,"Identical","13",NA
"ANIMAL",5914.01,"Studied",24,2,NA,"18",NA
"PHONE",7991.075,"Studied",27,2,"Identical","21",NA
"HORSE",8001.605,"Studied",28,2,NA,"20",NA
"WHOLE",8000.91,"Studied",40,2,"Identical","22",NA
"CANCER",7999.965,"Studied",39,2,NA,"23",NA
"BEHIND",8001.35,"Studied",29,2,NA,"24",NA
"GIRLS",8000.93,"Studied",30,2,NA,"25",NA
"THROW",7999.885,"Studied",31,2,NA,"26",NA
"TIGER",8000.62,"Studied",32,2,NA,"27",NA
"SPOON",8001.105,"Studied",35,2,"Identical","30",NA
"LEAVES",8001.565,"Studied",37,2,NA,"32",NA
"GRASS",8003.97,"Studied",38,2,NA,"33",NA
"CORAL",8003.83,"Studied",41,2,NA,"34",NA
"STREAM",8000.875,"Studied",1,3,NA,"1",NA
"BEACH",8000.58,"Studied",2,3,NA,"2",NA
"TWELVE",8029.615,"Studied",4,3,NA,"3",NA
"FLOWER",8001.755,"Studied",3,3,NA,"4",NA
"BIRD",7987.87,"Studied",5,3,NA,"5",NA
"STOP",7999.785,"Studied",7,3,NA,"6",NA
"HAMMER",7998.3,"Studied",6,3,NA,"7",NA
"WEST",8001.54,"Studied",8,3,NA,"8",NA
"EMPIRE",7997.94,"Studied",9,3,NA,"9",NA
"CHEESE",7999.345,"Studied",10,3,NA,"10",NA
"RIGHT",8002.55,"Studied",11,3,NA,"11",NA
"CRACKER",7999.22,"Studied",12,3,NA,"12",NA
"CLAUS",8000.645,"Studied",16,3,NA,"14",NA
"GUITAR",7988.44,"Studied",17,3,"Identical","15",NA
"SELLER",8002.645,"Studied",18,3,NA,"16",NA
"BOMB",8004.485,"Studied",20,3,NA,"17",NA
"MONEY",8002.265,"Studied",21,3,NA,"18",NA
"SMOOTH",8001.495,"Studied",24,3,NA,"19",NA
"LAWYER",8001.525,"Studied",22,3,NA,"20",NA
"NICKEL",7989.24,"Studied",23,3,NA,"21",NA
"PICKLE",8016.9,"Studied",25,3,"Identical","22",NA
"CLAM",7987.985,"Studied",26,3,NA,"26",NA
"ORANGE",6636.81,"Studied",28,3,NA,"24",NA
