"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"SOFT","z",2.403105,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GROSS","slash",1.981755,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",38,3,NA,NA,NA,NA
"TWELVE","z",0.96585,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",18,3,NA,NA,NA,NA
"TRAILER","z",1.433485,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SHALLOW","slash",0.980335,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"TEST","z",1.118345,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",27,1,"Identical",NA,NA,NA
"TOOTH","z",1.495035,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DISAGREE","z",0.8453,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CLOCK","slash",0.610285,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",13,2,NA,NA,"10","26"
"STAIRS","slash",1.063175,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",39,3,NA,NA,NA,NA
"CLAM","slash",0.66141,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",7,3,NA,NA,NA,NA
"LESS","z",0.63682,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",37,1,NA,NA,NA,NA
"CARD","z",0.898895,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MEAN","z",0.794365,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HEAD","slash",1.392395,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"STRANGE","slash",1.81021,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FIRST","z",0.765615,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",12,1,NA,NA,NA,NA
"SOUTH","slash",1.211765,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",8,4,NA,NA,"19",NA
"MINUS","slash",0.775815,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",29,2,"Identical",NA,NA,NA
"WINTER","z",1.05173,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",16,1,"Identical",NA,NA,NA
"SOAP","slash",0.751605,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",19,1,NA,NA,NA,NA
"LAUGH","slash",0.752255,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",20,3,NA,NA,NA,NA
"BELOW","slash",1.080575,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",12,4,"Identical",NA,"21",NA
"SHOVE","slash",1.232085,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",14,2,NA,NA,NA,NA
"TREE","z",1.69914,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BOARD","z",1.593085,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DIRT","slash",0.59871,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",27,4,NA,NA,NA,NA
"BUSH","z",1.046035,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"THIRST","slash",1.249725,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",26,1,"Identical",NA,NA,NA
"MINOR","slash",0.75045,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",36,4,NA,NA,"17",NA
"WAITER","slash",1.499325,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",32,1,"Identical",NA,NA,NA
"WEIGHT","z",0.79753,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",11,3,"Identical",NA,NA,NA
"FENCE","slash",0.930095,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",35,2,NA,NA,"23",NA
"BEACH","z",0.865715,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",12,3,"Identical",NA,NA,NA
"FROG","z",0.784065,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",29,4,NA,NA,NA,NA
"FRONT","slash",1.083905,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PAIN","slash",0.9167,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",33,1,NA,NA,NA,NA
"SHORT","slash",1.69721,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",12,2,NA,NA,"12",NA
"STORE","z",0.596125,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"NUMBER","slash",0.792585,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",40,3,NA,NA,NA,NA
"PENNY","z",0.62769,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"REPEAT","z",0.70862,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ENTER","slash",0.784405,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",5,2,NA,NA,"5","27"
"PHONE","z",1.150965,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",20,2,NA,NA,NA,NA
"SILK","z",0.86493,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"REAL","z",0.59901,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DREAM","z",1.414845,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BLACK","z",0.76128,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",10,4,"Identical",NA,NA,NA
"ROOF","z",0.714035,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"MANY","z",1.7993,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ROAD","z",0.9521,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"MAID","z",0.87894,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"TIGHT","z",0.8945,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",41,4,NA,NA,"3",NA
"HAPPY","slash",0.632765,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,"52"
"SING","z",1.027845,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CANDLE","slash",0.630285,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",3,1,NA,NA,"5,7","13"
"PLANT","slash",0.54649,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",17,2,NA,NA,"22","39"
"THREAD","slash",0.61606,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",25,1,NA,NA,NA,NA
"LEAVES","slash",0.665285,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",34,2,"Identical",NA,"26","93"
"CLASS","z",0.916365,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"NIGHTS","z",0.700835,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"NECK","z",0.66662,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"JEANS","z",1.88402,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PRESENT","z",0.749955,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",28,4,NA,NA,NA,NA
"PIECE","slash",1.182845,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"EXCUSE","z",1.182965,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"LAND","z",2.748895,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",13,4,NA,NA,NA,NA
"PICTURE","z",2.69931,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",38,4,"Identical",NA,NA,NA
"STRESS","slash",0.767585,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"NAVY","slash",0.69606,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",39,1,"Identical",NA,"14",NA
"MAYBE","slash",0.66702,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"YOURS","slash",0.650595,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",2,2,NA,NA,NA,NA
"MIDDLE","slash",1.3162,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,"Studied",1,1,NA,NA,"3",NA
"WOOD","z",0.865895,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BREAK","z",0.69938,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SMELL","z",1.133095,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MATH","slash",1.200665,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ROSE","z",0.633345,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BABY","z",1.61672,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BOSS","z",1.712675,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"THANKS","z",0.784365,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"VOLCANO","z",1.60041,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MONKEY","slash",1.33166,"EL",2,"2020-07-09_14h11.18.484","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
