"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"ALIVE",4636.555,"Studied",1,2,NA,"5",NA
"BRIDE",4649.38,"Studied",1,1,NA,"1",NA
"BOX",1816.53,NA,NA,NA,NA,"24",NA
"PRESENT",2015.635,"Studied",4,1,NA,"3",NA
"HOOP",7583.55,"Studied",10,1,NA,"6",NA
"BELOW",1482.88,"Studied",7,1,NA,"5",NA
"UNDER",2534.145,NA,NA,NA,NA,"15",NA
"",8000.135,NA,NA,NA,NA,NA,NA
"WEST",4000.57,"Studied",35,4,NA,"18",NA
"BIRD",1049.44,"Studied",33,4,NA,"20",NA
"EGGS",900.535,"Studied",11,4,NA,"11",NA
"ORGANGES",2666,NA,NA,NA,NA,NA,NA
"ORANGES",1465.9,NA,NA,NA,NA,NA,NA
"",8000.675,NA,NA,NA,NA,NA,NA
"STAIRS",6334.285,"Studied",2,4,NA,"1",NA
"CHAIR",1184.16,"Studied",4,4,NA,"21,4",NA
"MOTHER",4299.615,"Studied",14,2,NA,"1,16,7",NA
"",8000.23,NA,NA,NA,NA,NA,NA
"",7998.97,NA,NA,NA,NA,NA,NA
"",16750.115,NA,NA,NA,NA,NA,NA
"HOUSE",7498.925,NA,NA,NA,NA,NA,NA
"DOOR",2049.4,NA,NA,NA,NA,NA,NA
"",2583.225,NA,NA,NA,NA,NA,NA
"",299.87,NA,NA,NA,NA,NA,NA
"",300.715,NA,NA,NA,NA,NA,NA
"",232.44,NA,NA,NA,NA,NA,NA
"SHOES",3849.93,"Studied",11,1,NA,"7",NA
"",316.13,NA,NA,NA,NA,NA,NA
"",750,NA,NA,NA,NA,NA,NA
"",532.82,NA,NA,NA,NA,NA,NA
"TRUCK",2799.315,NA,NA,NA,NA,NA,NA
"",249.045,NA,NA,NA,NA,NA,NA
"",83.935,NA,NA,NA,NA,NA,NA
"",7999.885,NA,NA,NA,NA,NA,NA
"RIGHT",1316.725,"Studied",1,4,NA,"2",NA
"",2249.92,NA,NA,NA,NA,NA,NA
"",266.165,NA,NA,NA,NA,NA,NA
"",12199.605,NA,NA,NA,NA,NA,NA
"GLASSES",3316.28,NA,NA,NA,NA,NA,NA
"LOOKS",2516.345,NA,NA,NA,NA,NA,NA
"",8001.215,NA,NA,NA,NA,NA,NA
"",8000.155,NA,NA,NA,NA,NA,NA
"",7999.05,NA,NA,NA,NA,NA,NA
"SPOON",4250.19,"Studied",5,3,NA,"13,27",NA
"",316.47,NA,NA,NA,NA,NA,NA
"",67.15,NA,NA,NA,NA,NA,NA
"",484.38,NA,NA,NA,NA,NA,NA
"",283.095,NA,NA,NA,NA,NA,NA
"",182.75,NA,NA,NA,NA,NA,NA
"",216.86,NA,NA,NA,NA,NA,NA
"",466.72,NA,NA,NA,NA,NA,NA
"",49.48,NA,NA,NA,NA,NA,NA
"",233.69,NA,NA,NA,NA,NA,NA
"",83.685,NA,NA,NA,NA,NA,NA
"",199.99,NA,NA,NA,NA,NA,NA
"",182.845,NA,NA,NA,NA,NA,NA
"",249.75,NA,NA,NA,NA,NA,NA
"",232.545,NA,NA,NA,NA,NA,NA
"",199.665,NA,NA,NA,NA,NA,NA
"",399.495,NA,NA,NA,NA,NA,NA
"",199.12,NA,NA,NA,NA,NA,NA
"",233.8,NA,NA,NA,NA,NA,NA
"",400.385,NA,NA,NA,NA,NA,NA
"",567.385,NA,NA,NA,NA,NA,NA
"",1533.22,NA,NA,NA,NA,NA,NA
"",1349.93,NA,NA,NA,NA,NA,NA
"",267.335,NA,NA,NA,NA,NA,NA
"",382.17,NA,NA,NA,NA,NA,NA
"",100.765,NA,NA,NA,NA,NA,NA
"",266.64,NA,NA,NA,NA,NA,NA
"",66.575,NA,NA,NA,NA,NA,NA
"",149.335,NA,NA,NA,NA,NA,NA
"",15.93,NA,NA,NA,NA,NA,NA
"",317.18,NA,NA,NA,NA,NA,NA
"",134.04,NA,NA,NA,NA,NA,NA
"",266.425,NA,NA,NA,NA,NA,NA
"",283.305,NA,NA,NA,NA,NA,NA
"",166.93,NA,NA,NA,NA,NA,NA
"",100.455,NA,NA,NA,NA,NA,NA
"",233.795,NA,NA,NA,NA,NA,NA
"",7999.54,NA,NA,NA,NA,NA,NA
"SUNSET",6383.45,NA,NA,NA,NA,NA,NA
"",8000.26,NA,NA,NA,NA,NA,NA
"",31934.565,NA,NA,NA,NA,NA,NA
"",20973.725,NA,NA,NA,NA,NA,NA
"",1816.695,NA,NA,NA,NA,NA,NA
"",267.28,NA,NA,NA,NA,NA,NA
"",482.98,NA,NA,NA,NA,NA,NA
"FISH",1883.34,"Studied",38,4,"Identical","31",NA
"",249.67,NA,NA,NA,NA,NA,NA
"",133.57,NA,NA,NA,NA,NA,NA
"",199.25,NA,NA,NA,NA,NA,NA
"",117.84,NA,NA,NA,NA,NA,NA
"",32.79,NA,NA,NA,NA,NA,NA
"",1617,NA,NA,NA,NA,NA,NA
"",1149.65,NA,NA,NA,NA,NA,NA
"",417.42,NA,NA,NA,NA,NA,NA
"",533.33,NA,NA,NA,NA,NA,NA
"",50.755,NA,NA,NA,NA,NA,NA
"",134.3,NA,NA,NA,NA,NA,NA
