"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"SHOE",4850.055,"Studied",7,1,NA,"11,14",NA
"GREEN",1749.495,NA,NA,NA,NA,NA,NA
"PLANT",1766.72,"Studied",40,2,NA,"30",NA
"WORLD",1583.54,"Studied",3,4,NA,"11",NA
"NOISE",3149.61,"Studied",2,4,NA,"3",NA
"TRAIN",2466.19,"Studied",15,4,NA,"17,9",NA
"SHARK",2832.845,"Studied",5,2,NA,"8,17",NA
"TOE",8000.97,NA,NA,NA,NA,"1",NA
"LOVING",1331.04,"Studied",5,1,NA,"5",NA
"TRASH",7683.035,"Studied",11,4,NA,"20",NA
"FIVE",4647.44,"Studied",18,4,NA,"35",NA
"NUMBER",1516.11,"Studied",36,3,"Identical",NA,NA
"JUMP",6815.515,"Studied",34,4,NA,"16",NA
"GREEN",4982.83,NA,NA,NA,NA,NA,NA
"HONEY",1099.665,NA,NA,NA,NA,"4,15",NA
"",8000.77,NA,NA,NA,NA,NA,NA
"CANCER",2199,"Studied",19,2,NA,"3",NA
"",8000.615,NA,NA,NA,NA,NA,NA
"GROSS",882.86,"Studied",12,3,NA,"6",NA
"SURF",3599.35,NA,NA,NA,NA,"32",NA
"FRIGHT",3783.005,"Studied",17,3,NA,"11",NA
"SCARED",1416.415,"Studied",41,2,NA,"13",NA
"",8000.605,NA,NA,NA,NA,NA,NA
"PURPLE",5849.755,"Studied",16,1,NA,NA,NA
"MOSS",1282.23,NA,NA,NA,NA,NA,NA
"HURT",3333.38,NA,NA,NA,NA,NA,NA
"",8000.645,NA,NA,NA,NA,NA,NA
"DIRT",2615.27,"Studied",21,4,NA,"6",NA
"MINUS",6733.47,"Studied",17,2,NA,"23",NA
"SOIL",6000.085,NA,NA,NA,NA,NA,NA
"",7999.32,NA,NA,NA,NA,NA,NA
"CEILING",4882.09,NA,NA,NA,NA,NA,NA
"",8000.46,NA,NA,NA,NA,NA,NA
"STORY",5215.72,"Studied",24,3,NA,"19",NA
"CAMP",1432.635,"Studied",4,4,NA,NA,NA
"SHEET",1165.99,NA,NA,NA,NA,NA,NA
"",7999.98,NA,NA,NA,NA,NA,NA
"LAUGH",1581.765,"Studied",26,3,"Identical","20",NA
"",8000.66,NA,NA,NA,NA,NA,NA
"FLOOR",7066.695,NA,NA,NA,NA,NA,NA
"SOUND",6481.25,NA,NA,NA,NA,NA,NA
"FLOOD",6083.425,NA,NA,NA,NA,NA,NA
"",8000.61,NA,NA,NA,NA,NA,NA
"",7999.06,NA,NA,NA,NA,NA,NA
"",7998.99,NA,NA,NA,NA,NA,NA
"",7999.885,NA,NA,NA,NA,NA,NA
"FLOUR",3231.88,NA,NA,NA,NA,NA,NA
"",8000.67,NA,NA,NA,NA,NA,NA
"WINE",4199.15,NA,NA,NA,NA,NA,NA
"",8000.62,NA,NA,NA,NA,NA,NA
"",7999.54,NA,NA,NA,NA,NA,NA
"",8000.265,NA,NA,NA,NA,NA,NA
"",8000.265,NA,NA,NA,NA,NA,NA
"",8000.385,NA,NA,NA,NA,NA,NA
"",7999.84,NA,NA,NA,NA,NA,NA
"",8000.085,NA,NA,NA,NA,NA,NA
"",8000.58,NA,NA,NA,NA,NA,NA
"",7998.535,NA,NA,NA,NA,NA,NA
"LEGS",1049.34,NA,NA,NA,NA,NA,NA
"TIGHT",2365.715,"Studied",8,4,NA,"13",NA
"",8000.86,NA,NA,NA,NA,NA,NA
"",7999.08,NA,NA,NA,NA,NA,NA
"",8001.43,NA,NA,NA,NA,NA,NA
"",7999.5,NA,NA,NA,NA,NA,NA
"SUGAR",2682.86,NA,NA,NA,NA,NA,NA
"",8000.265,NA,NA,NA,NA,NA,NA
"",8000.265,NA,NA,NA,NA,NA,NA
"",8000.985,NA,NA,NA,NA,NA,NA
"",7998.155,NA,NA,NA,NA,NA,NA
"",7998.64,NA,NA,NA,NA,NA,NA
"",7998.71,NA,NA,NA,NA,NA,NA
"",7999.7,NA,NA,NA,NA,NA,NA
"",8001.14,NA,NA,NA,NA,NA,NA
"",7997.71,NA,NA,NA,NA,NA,NA
"",7999.16,NA,NA,NA,NA,NA,NA
"",8001.675,NA,NA,NA,NA,NA,NA
"COLOR",5182.37,NA,NA,NA,NA,NA,NA
"",8000.54,NA,NA,NA,NA,NA,NA
"",7997.98,NA,NA,NA,NA,NA,NA
"",8000.375,NA,NA,NA,NA,NA,NA
"HURT",1531.6,NA,NA,NA,NA,NA,NA
"",7992.015,NA,NA,NA,NA,NA,NA
"",7999.64,NA,NA,NA,NA,NA,NA
"",8000.115,NA,NA,NA,NA,NA,NA
"",7998.605,NA,NA,NA,NA,NA,NA
"",7998.09,NA,NA,NA,NA,NA,NA
"",8000.87,NA,NA,NA,NA,NA,NA
"",7999.525,NA,NA,NA,NA,NA,NA
"",8017.83,NA,NA,NA,NA,NA,NA
"",7999.035,NA,NA,NA,NA,NA,NA
"",8000.495,NA,NA,NA,NA,NA,NA
"",8000.975,NA,NA,NA,NA,NA,NA
"",7651.275,NA,NA,NA,NA,NA,NA
