"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"YEAR","z",2.00787,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BRIDE","slash",1.03174,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",37,4,NA,NA,"5",NA
"NOISE","slash",2.666195,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",27,4,"Identical",NA,NA,NA
"CANDLE","slash",2.330805,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",20,1,NA,NA,"12",NA
"ORANGE","",NA,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",38,3,NA,NA,NA,NA
"DESERT","z",1.629085,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CLUE","slash",2.500515,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"STAIRS","z",1.33282,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",25,3,NA,NA,NA,NA
"MUSCLE","z",1.0461,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",34,2,NA,NA,"1",NA
"SOUR","z",0.7998,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FOUND","slash",1.28286,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",9,2,"Identical",NA,NA,NA
"BIRD","z",1.948735,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",35,3,NA,NA,NA,NA
"LAND","z",1.715955,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",26,4,"Identical",NA,NA,NA
"HORN","slash",0.612345,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",22,3,NA,NA,"22","14"
"TEST","slash",1.54916,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",34,1,NA,NA,NA,NA
"WHERE","z",0.731825,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",41,2,NA,NA,"3",NA
"ALIVE","z",1.07704,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",28,1,"Identical",NA,NA,NA
"LENGTH","z",0.846805,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",26,3,NA,NA,NA,NA
"SPICE","z",1.796575,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BOSS","z",2.124715,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"UNCLE","z",1.62899,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",15,2,NA,NA,NA,NA
"RENT","z",0.79571,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SHERIFF","z",0.71305,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"LIGHT","slash",1.283135,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MONKEY","z",2.965105,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MINOR","z",0.84812,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",36,4,NA,NA,NA,NA
"SONG","z",1.164615,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,"9",NA
"SLOW","slash",0.69904,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",7,1,NA,NA,"9","24"
"STARS","z",2.49863,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TAKE","slash",1.809135,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MOST","z",0.661775,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",10,1,"Identical",NA,NA,NA
"ROSE","z",0.979925,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"JAIL","z",1.2813,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WANT","z",0.64686,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"ROAD","z",0.94907,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"POTATO","z",0.74513,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SMOKE","slash",0.73216,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",28,4,NA,NA,"12","32"
"TRAILER","z",0.816985,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BOARD","z",0.884505,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DISAGREE","z",0.734,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SELLER","z",0.63165,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",19,3,NA,NA,NA,NA
"SING","slash",0.681385,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WHOLE","z",0.84685,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",23,2,NA,NA,NA,NA
"SUPPER","z",0.73022,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",42,1,"Identical",NA,NA,NA
"SHEETS","slash",1.29787,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",24,3,"Identical",NA,"27",NA
"DAGGER","z",0.682,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",10,3,"Identical",NA,NA,NA
"BUCKET","slash",0.79773,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",13,1,NA,NA,"20","39"
"CLAM","z",1.06797,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",42,3,"Identical",NA,NA,NA
"BUTTER","slash",1.84749,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",5,1,NA,NA,"6",NA
"FINISH","z",1.182185,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BRAIN","z",2.160685,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BREAK","z",0.683415,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CHAIR","slash",0.749305,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",32,3,NA,NA,NA,NA
"KIDNAP","z",0.646945,"BJ",2,"2020-07-09_12h27.17.595","DelayedExp","2020.1.3",60,"Studied",32,1,"Identical",NA,NA,NA
