RecalledWord,StudyPosition,Block
FIVE,1,1
PICTURE,2,1
GHOST,3,1
SMILE,4,1
SWEET,5,1
DUSK,6,1
DIRT,7,1
FROG,8,1
WHEAT,9,1
HOOP,10,1
BRIDE,11,1
KILL,12,1
DIRTY,13,1
SWAMP,14,1
SOUTH,15,1
CAMP,16,1
TIGHT,17,1
WORLD,18,1
SORRY,19,1
LAYER,20,1
THIEF,21,1
PRESENT,22,1
LAND,23,1
JUMP,24,1
SNAKE,25,1
HOTEL,26,1
BELOW,27,1
LAKE,28,1
GEEK,29,1
LEARN,30,1
DEAF,31,1
MINOR,32,1
BLACK,33,1
POUND,34,1
NOISE,35,1
SMOKE,36,1
STOMACH,37,1
TRAIN,38,1
KISS,39,1
TRASH,40,1
DEVIL,41,1
SHOES,42,1
WINTER,1,2
ALIVE,2,2
FIRST,3,2
VERB,4,2
SPIDER,5,2
MOTHER,6,2
BALLET,7,2
SUPPER,8,2
TEST,9,2
SHOE,10,2
ARGUE,11,2
THREAD,12,2
BRANCH,13,2
LESS,14,2
MIDDLE,15,2
BUTTER,16,2
TENNIS,17,2
STATES,18,2
BUCKET,19,2
TOES,20,2
INHALE,21,2
READ,22,2
PAIN,23,2
CANDLE,24,2
BORROW,25,2
MOST,26,2
CHAIN,27,2
BLEACH,28,2
WILD,29,2
LOVING,30,2
WAITER,31,2
KIDNAP,32,2
NAVY,33,2
THIRST,34,2
MILK,35,2
SLOW,36,2
HUNGER,37,2
NOSE,38,2
SOAP,39,2
SEEK,40,2
SQUARE,41,2
PURPLE,42,2
THROW,1,3
PHONE,2,3
YOURS,3,3
CANCER,4,3
GIRLS,5,3
GRASS,6,3
SPOON,7,3
MUSCLE,8,3
CORAL,9,3
TIGER,10,3
SCARED,11,3
UNCLE,12,3
MINUTE,13,3
TEETH,14,3
OFFICE,15,3
MINUS,16,3
ANIMAL,17,3
WHOLE,18,3
CLOSE,19,3
WHERE,20,3
SHARK,21,3
HORSE,22,3
STAIR,23,3
BEFORE,24,3
FENCE,25,3
BEHIND,26,3
THERE,27,3
EARLY,28,3
WORST,29,3
QUART,30,3
ENTER,31,3
PEPPER,32,3
SHOVE,33,3
QUEEN,34,3
CLOCK,35,3
FINGER,36,3
LEMON,37,3
PLANT,38,3
FOUND,39,3
LEAVES,40,3
DOLLAR,41,3
SHORT,42,3
FRIGHT,1,4
RIGHT,2,4
STORY,3,4
PLANET,4,4
SHEETS,5,4
SELLER,6,4
HORN,7,4
CHEESE,8,4
GUITAR,9,4
FRANCE,10,4
WORK,11,4
CHAIR,12,4
CLAM,13,4
BOMB,14,4
PICKLE,15,4
STREAM,16,4
EGGS,17,4
WEST,18,4
EMPIRE,19,4
LENGTH,20,4
FLOWER,21,4
DAGGER,22,4
NUMBER,23,4
NICKEL,24,4
TWELVE,25,4
BIRD,26,4
STAIRS,27,4
LAWYER,28,4
ORANGE,29,4
BEACH,30,4
CHANGE,31,4
MONEY,32,4
CLAUS,33,4
LAUGH,34,4
SMOOTH,35,4
NEPHEW,36,4
STOP,37,4
GROSS,38,4
FISH,39,4
WEIGHT,40,4
HAMMER,41,4
CRACKER,42,4
