"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"WATER","slash",3.286365,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HUNGER","z",1.281325,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",4,3,NA,NA,"7",NA
"TENNIS","slash",1.38258,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",6,3,NA,NA,"9",NA
"DRUGS","z",1.485635,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DEVIL","slash",0.97994,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",17,2,NA,NA,"13","29"
"BUSH","z",1.235765,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"OFFICE","slash",1.290335,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",37,4,NA,NA,"6",NA
"SELLER","z",1.14768,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",40,1,"Identical",NA,NA,NA
"MOST","slash",0.99814,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",27,3,NA,NA,NA,NA
"THREAD","slash",0.798745,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",19,3,NA,NA,NA,NA
"ARGUE","slash",1.103825,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",31,3,NA,NA,"15",NA
"NOISE","z",0.86065,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",33,2,"Identical",NA,NA,NA
"SPOON","z",0.990335,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",34,4,NA,NA,"4",NA
"SMART","z",1.485815,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GRAND","z",0.821095,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HEAR","z",1.22106,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"JAIL","z",0.820865,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SCISSORS","slash",1.419715,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"THERE","z",0.883845,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",8,4,NA,NA,NA,NA
"NEPHEW","slash",0.85687,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",42,1,NA,NA,"6",NA
"OVEN","z",1.201515,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WHOLE","slash",0.81981,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",14,4,"Identical",NA,NA,NA
"CHURCH","slash",1.4741,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"QUEEN","slash",0.981575,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",30,4,NA,NA,NA,NA
"HOOP","z",0.847965,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",40,2,NA,NA,"4",NA
"FENCE","z",0.696845,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",35,4,NA,NA,"5",NA
"UNCLEAR","z",0.88099,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TIGER","z",0.62461,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",27,4,"Identical",NA,NA,NA
"KNIFE","slash",0.66973,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,"31",NA
"STRANGE","z",0.916385,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"EARLY","slash",1.501365,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",26,4,NA,NA,NA,NA
"ENGLISH","z",0.748665,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FIRST","z",1.698725,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",29,3,"Identical",NA,NA,NA
"BLACK","slash",0.73324,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",21,2,NA,NA,"28","19"
"ROOF","z",1.49837,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CLOSE","slash",1.073865,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,"Studied",22,4,NA,NA,NA,NA
"HEAD","z",0.97235,"AW",1,"2020-07-17_18h37.06.779","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
