RecalledWord,StudyPosition,Block
HOOP,1,1
SWAMP,2,1
FIVE,3,1
KILL,4,1
DIRT,5,1
TRAIN,6,1
PICTURE,7,1
SMOKE,8,1
DIRTY,9,1
FROG,10,1
BLACK,11,1
DEAF,12,1
CAMP,13,1
SHOES,14,1
POUND,15,1
GEEK,16,1
BRIDE,17,1
NOISE,18,1
SORRY,19,1
MINOR,20,1
LAYER,21,1
WHEAT,22,1
KISS,23,1
SNAKE,24,1
LAKE,25,1
LEARN,26,1
TRASH,27,1
BELOW,28,1
SOUTH,29,1
LAND,30,1
DUSK,31,1
WORLD,32,1
GHOST,33,1
JUMP,34,1
PRESENT,35,1
TIGHT,36,1
HOTEL,37,1
THIEF,38,1
SWEET,39,1
SMILE,40,1
STOMACH,41,1
DEVIL,42,1
BALLET,1,2
MOST,2,2
BLEACH,3,2
CANDLE,4,2
STATES,5,2
THIRST,6,2
SQUARE,7,2
SOAP,8,2
BUCKET,9,2
LESS,10,2
BORROW,11,2
BRANCH,12,2
MOTHER,13,2
WILD,14,2
BUTTER,15,2
MIDDLE,16,2
WINTER,17,2
PURPLE,18,2
ALIVE,19,2
SPIDER,20,2
THREAD,21,2
FIRST,22,2
KIDNAP,23,2
SHOE,24,2
TENNIS,25,2
ARGUE,26,2
TOES,27,2
CHAIN,28,2
MILK,29,2
NOSE,30,2
VERB,31,2
WAITER,32,2
NAVY,33,2
SEEK,34,2
TEST,35,2
SLOW,36,2
SUPPER,37,2
INHALE,38,2
READ,39,2
LOVING,40,2
HUNGER,41,2
PAIN,42,2
LEMON,1,3
PLANT,2,3
CLOSE,3,3
CLOCK,4,3
SHARK,5,3
STAIR,6,3
SHOVE,7,3
DOLLAR,8,3
THROW,9,3
PEPPER,10,3
TIGER,11,3
WHERE,12,3
MUSCLE,13,3
BEHIND,14,3
THERE,15,3
BEFORE,16,3
CANCER,17,3
GIRLS,18,3
LEAVES,19,3
ANIMAL,20,3
CORAL,21,3
HORSE,22,3
ENTER,23,3
WHOLE,24,3
WORST,25,3
YOURS,26,3
GRASS,27,3
OFFICE,28,3
SPOON,29,3
FENCE,30,3
FINGER,31,3
MINUS,32,3
SHORT,33,3
SCARED,34,3
EARLY,35,3
MINUTE,36,3
PHONE,37,3
QUART,38,3
QUEEN,39,3
TEETH,40,3
FOUND,41,3
UNCLE,42,3
LENGTH,1,4
BEACH,2,4
STOP,3,4
ORANGE,4,4
WEST,5,4
RIGHT,6,4
GROSS,7,4
FISH,8,4
FRANCE,9,4
HAMMER,10,4
STORY,11,4
FRIGHT,12,4
GUITAR,13,4
SELLER,14,4
EMPIRE,15,4
NEPHEW,16,4
WEIGHT,17,4
MONEY,18,4
SHEETS,19,4
FLOWER,20,4
CHEESE,21,4
CHAIR,22,4
PICKLE,23,4
STAIRS,24,4
CRACKER,25,4
CLAM,26,4
LAUGH,27,4
WORK,28,4
DAGGER,29,4
BOMB,30,4
CHANGE,31,4
NUMBER,32,4
SMOOTH,33,4
BIRD,34,4
HORN,35,4
EGGS,36,4
LAWYER,37,4
TWELVE,38,4
NICKEL,39,4
PLANET,40,4
STREAM,41,4
CLAUS,42,4
