"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"MUSCLE","slash",2.242,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",41,2,NA,NA,"1",NA
"MIDDLE","slash",1.248,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",9,1,NA,NA,NA,NA
"WORST","slash",0.815,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",37,2,NA,NA,"21",NA
"EFFECT","z",1.019,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GUITAR","slash",0.642,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",7,3,NA,NA,"22","4"
"BEACH","z",1.015,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",19,3,NA,NA,"11",NA
"REPEAT","z",2.505,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"DESERT","slash",1.315,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MINUTE","slash",0.673,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",28,2,NA,NA,"14","125"
"SMELL","z",1.886,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SNEEZE","z",0.918,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ROSE","z",1.019,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"MANY","z",1.342,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SPOON","z",1.265,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",31,2,"Identical",NA,NA,NA
"SLIDE","slash",1.868,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ONCE","slash",0.799,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"STORY","slash",1.004,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",37,3,"Identical",NA,"33",NA
"CASTLE","slash",0.641,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SUPPER","slash",0.77,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",10,1,"Identical",NA,NA,NA
"BLACK","z",0.784,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",22,4,NA,NA,NA,NA
"GLORY","z",0.767,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WATER","z",1.002,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"VERB","z",1.838,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",5,1,NA,NA,NA,NA
"SELF","slash",2.078,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FIRE","z",1.078,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"CANDLE","slash",0.591,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",19,1,"Identical",NA,"27","5"
"LAUGH","slash",0.902,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",1,3,NA,NA,"7",NA
"LEARN","z",0.893,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",32,4,"Identical",NA,NA,NA
"RIGHT","z",1.368,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",40,3,NA,NA,NA,NA
"YOUNG","z",2.486,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"STREAM","slash",1.261,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",38,3,"Identical",NA,NA,NA
"DRAW","z",1.041,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SHARK","slash",0.608,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",23,2,NA,NA,"6","33"
"STOMACH","slash",1.144,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",21,4,NA,NA,NA,NA
"CHANGE","slash",1,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",17,3,NA,NA,NA,NA
"COPY","z",0.808,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"KNIFE","z",0.925,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SMILE","slash",1.037,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",31,4,NA,NA,"9,10",NA
"NUMBER","z",1.568,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",29,3,NA,NA,NA,NA
"SHORT","slash",0.858,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",10,2,"Identical",NA,NA,NA
"BOSS","z",0.849,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"STRESS","z",1.009,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"JAIL","z",0.671,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BORROW","z",0.746,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",16,1,NA,NA,NA,NA
"THANKS","z",0.704,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ARGUE","slash",0.636,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",27,1,NA,NA,"12","159"
"WEIGHT","z",2.654,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",26,3,NA,NA,NA,NA
"WHERE","z",0.866,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",39,2,NA,NA,NA,NA
"BUSH","z",0.666,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"CLASS","slash",1.277,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"FENCE","slash",1.554,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",20,2,NA,NA,NA,NA
"FINGER","slash",1.143,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",22,2,"Identical",NA,NA,NA
"SMOKE","slash",0.891,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",1,4,"Identical",NA,"15",NA
"TOUR","z",0.64,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"BELOW","slash",0.752,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",9,4,NA,NA,"22","1"
"KILL","slash",1.376,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",5,4,NA,NA,NA,NA
"BUCKET","slash",1.009,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",7,1,"Identical",NA,NA,NA
"OFFICE","z",2.195,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",16,2,NA,NA,NA,NA
"MINIMUM","z",0.724,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GROSS","slash",1.025,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",36,3,NA,NA,NA,NA
"TWELVE","z",0.827,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",30,3,NA,NA,NA,NA
"PAIN","slash",1.299,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,"Studied",1,1,NA,NA,NA,NA
"CHOOSE","slash",3.829,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"STAMP","slash",1.002,"MM",1,"2020-07-10_12h59.54.465","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
