"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"BELOW",2958,"Studied",9,4,NA,"22",NA
"PICKLE",4394,"Studied",6,3,"Identical","5",NA
"AFTER",3844,NA,NA,NA,NA,NA,NA
"GUITAR",1704,"Studied",7,3,NA,"22",NA
"CANDLE",2740,"Studied",19,1,"Identical","27",NA
"KISS",1888,"Studied",34,4,NA,"6",NA
"DEVIL",2190,"Studied",37,4,NA,"8",NA
"BEFORE",8005,"Studied",13,2,NA,"12",NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"TOES",3810,"Studied",3,1,NA,"3",NA
"CHAIR",3442,"Studied",2,3,NA,"19",NA
"PURPLE",1838,"Studied",39,1,NA,"2",NA
"SHARK",4479,"Studied",23,2,NA,"6",NA
"FISH",1487,"Studied",34,3,NA,"15",NA
"BIRD",1237,"Studied",35,3,NA,"16",NA
"OCEAN",5415,NA,NA,NA,NA,"7",NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
"",7988,NA,NA,NA,NA,NA,NA
