"DelayedWord","DelayedRT","Studied","StudyPosition","Block","PrimeCondition","Day1OutputPosition","PrimedRelated"
"WEST",2432.815,"Studied",18,4,NA,"10",NA
"SOUTH",1266.75,"Studied",15,1,NA,NA,NA
"SHOE",1583.225,"Studied",10,2,NA,"10",NA
"SHOES",1383.335,"Studied",42,1,NA,"2",NA
"GRASS",2350.04,"Studied",6,3,"Identical","38",NA
"HOTEL",1917.165,"Studied",26,1,NA,"16",NA
"LAKE",866.83,"Studied",28,1,NA,"13,15",NA
"BELOW",1383.285,"Studied",27,1,NA,"14",NA
"FRANCE",1333.32,"Studied",10,4,NA,"17",NA
"WORK",1816.675,"Studied",11,4,NA,"18",NA
"OFFICE",1999.82,"Studied",15,3,NA,"27",NA
"KILL",2533.93,"Studied",12,1,"Identical","23",NA
"GHOST",2183.245,"Studied",3,1,NA,"25",NA
"SMILE",1825.39,"Studied",4,1,NA,"26",NA
"SWEET",1866.41,"Studied",5,1,"Identical","27",NA
"FENCE",7149.88,"Studied",25,3,NA,"13",NA
"COAST",8000.365,NA,NA,NA,NA,"30",NA
"",7998.975,NA,NA,NA,NA,NA,NA
"ARGUE",7999.86,"Studied",11,2,NA,"15",NA
"",7999.915,NA,NA,NA,NA,NA,NA
"PAIN",5366.065,"Studied",23,2,NA,"17",NA
"WHEAT",8000.555,"Studied",9,1,NA,"19",NA
"JUMP",1750.785,"Studied",24,1,"Identical","39",NA
"FROG",966.72,"Studied",8,1,NA,"20",NA
"SNAKE",1066.565,"Studied",25,1,NA,"21",NA
"WHERE",1233.765,"Studied",20,3,NA,"23",NA
"THERE",1416.93,"Studied",27,3,NA,"24",NA
"",8000.595,NA,NA,NA,NA,NA,NA
"",7999.5,NA,NA,NA,NA,NA,NA
"UNCLE",1616.325,"Studied",12,3,NA,"22",NA
"TIGER",1116.375,"Studied",10,3,NA,"31",NA
"SHARK",2083.165,"Studied",21,3,"Identical","33",NA
"HORSE",1200.245,"Studied",22,3,"Identical","34",NA
"STAIR",1500.195,"Studied",23,3,NA,"25",NA
"STAIRS",1800.15,"Studied",27,4,NA,"16",NA
"ENTER",5866.425,"Studied",31,3,"Identical","9",NA
"TEETH",2050.365,"Studied",14,3,NA,"26",NA
"CLOSE",3883.055,"Studied",19,3,"Identical","28",NA
"SPOON",4299.815,"Studied",7,3,NA,"30",NA
"GIRLS",4983.28,"Studied",5,3,NA,"20",NA
"YOURS",1832.775,"Studied",3,3,"Identical","21",NA
"TWELVE",1850.02,"Studied",25,4,NA,NA,NA
"FIVE",900.175,"Studied",1,1,NA,"28",NA
"ONE",1433.465,NA,NA,NA,NA,NA,NA
"NICKEL",1832.94,"Studied",24,4,NA,"26",NA
"NEPHEW",8000.49,"Studied",36,4,NA,NA,NA
"",8000.085,NA,NA,NA,NA,NA,NA
"TABLE",4400.11,NA,NA,NA,NA,NA,NA
"SUPPER",1382.89,"Studied",8,2,"Identical","25",NA
"BLACK",3749.58,"Studied",33,1,NA,"5",NA
"KISS",967.01,"Studied",39,1,NA,"4",NA
"GEEK",1033.11,"Studied",29,1,NA,"10",NA
"DEVIL",4616.8,"Studied",41,1,NA,"3",NA
"LEARN",3500.325,"Studied",30,1,NA,"9",NA
"TRAIN",1249.715,"Studied",38,1,NA,"8",NA
"",8000.52,NA,NA,NA,NA,NA,NA
"",7999.38,NA,NA,NA,NA,NA,NA
"",8000.23,NA,NA,NA,NA,NA,NA
"PETER",8000.285,NA,NA,NA,NA,NA,NA
"YOURS",7999.575,"Studied",3,3,"Identical","21",NA
"",8000.055,NA,NA,NA,NA,NA,NA
"",8000.115,NA,NA,NA,NA,NA,NA
"",7998.675,NA,NA,NA,NA,NA,NA
"",8000.46,NA,NA,NA,NA,NA,NA
"",8000.46,NA,NA,NA,NA,NA,NA
"WEEP",1966.53,NA,NA,NA,NA,"34",NA
"RAIN",2999.69,NA,NA,NA,NA,NA,NA
"",7999.81,NA,NA,NA,NA,NA,NA
"CHANGE",1466.275,"Studied",31,4,NA,"28",NA
"DOLLAR",1466.995,"Studied",41,3,NA,"3,27",NA
"",8000.675,NA,NA,NA,NA,NA,NA
"",7999.34,NA,NA,NA,NA,NA,NA
"B",7999.995,NA,NA,NA,NA,NA,NA
"BEACH",1299.67,"Studied",30,4,"Identical","29",NA
"",8000.46,NA,NA,NA,NA,NA,NA
"",8000.46,NA,NA,NA,NA,NA,NA
"CHEESE",8000.005,"Studied",8,4,NA,NA,NA
"",7999.925,NA,NA,NA,NA,NA,NA
"",8000.095,NA,NA,NA,NA,NA,NA
"DIRT",3933.245,"Studied",7,1,NA,"18",NA
"DIRTY",1333.025,"Studied",13,1,NA,"17",NA
"",8001.11,NA,NA,NA,NA,NA,NA
"",8002.855,NA,NA,NA,NA,NA,NA
"",7999.985,NA,NA,NA,NA,NA,NA
"",7999.955,NA,NA,NA,NA,NA,NA
"",7999.515,NA,NA,NA,NA,NA,NA
"",7999.92,NA,NA,NA,NA,NA,NA
"",8000.08,NA,NA,NA,NA,NA,NA
"",8000.815,NA,NA,NA,NA,NA,NA
"QUEEN",5850.465,"Studied",34,3,NA,"5",NA
"",7999.335,NA,NA,NA,NA,NA,NA
"BOMB",7053.56,"Studied",14,4,NA,"20",NA
"STREAM",2282.97,"Studied",16,4,NA,"22",NA
"PICKLE",5258.055,"Studied",15,4,"Identical","21",NA
"",8000.965,NA,NA,NA,NA,NA,NA
"",7998.485,NA,NA,NA,NA,NA,NA
