"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"GRAVE","z",2.052915,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"LAND","slash",3.012215,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",30,4,NA,NA,"29",NA
"PENCIL","z",1.77816,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CLIMB","z",1.180955,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"STARS","z",0.919645,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"RAIN","z",0.986715,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"KIDNAP","slash",1.00281,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",32,1,"Identical",NA,"24","16"
"WEIGHT","slash",0.825485,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",31,3,NA,NA,NA,NA
"BALLET","slash",0.89743,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",12,1,NA,NA,"10","6"
"HATE","z",0.954815,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HOTEL","slash",2.7214,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",10,4,"Identical",NA,"12",NA
"OVEN","z",1.28339,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PICTURE","slash",1.68375,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",41,4,NA,NA,"38",NA
"TREE","z",1.76619,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"DEVIL","slash",2.65457,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",42,4,"Identical",NA,"39",NA
"CORAL","slash",0.81637,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",41,2,NA,NA,"34","47"
"GRAND","z",3.385295,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SHOES","z",2.236375,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",17,4,NA,NA,"17",NA
"NEWS","z",3.368385,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HOOP","z",0.984505,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",21,4,NA,NA,NA,NA
"SILK","z",1.21586,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"THERE","z",0.89386,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",6,2,NA,NA,NA,NA
"THIRST","slash",1.76601,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",27,1,"Identical",NA,NA,NA
"SWEET","z",1.03647,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",35,4,NA,NA,NA,NA
"STING","z",1.21565,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"THREAD","slash",2.108585,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",42,1,"Identical",NA,"30",NA
"CASTLE","z",0.982495,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CLOCK","slash",1.052145,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",18,2,NA,NA,"13","30"
"ROCK","z",0.999555,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"CHILD","z",2.43309,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SNEEZE","z",1.749975,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GEEK","slash",1.316225,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",38,4,NA,NA,"36",NA
"CLEAR","z",1.499735,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"PLAN","z",0.98303,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"FINISH","slash",1.167005,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SOAP","z",1.317315,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,"Studied",1,1,NA,NA,"1",NA
"SHIP","",NA,"SK",1,"2020-07-10_17h40.55.289","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
