"RecogWord","key_resp_3.keys","key_resp_3.rt","participant","session","date","expName","psychopyVersion","frameRate","Studied","StudyPosition","Block","PrimeCondition","RelatedPrime","Day1Position","Day2Position"
"SHEEP","z",2.27377,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SWEET","z",1.597245,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",8,3,"Identical",NA,NA,NA
"MAYBE","slash",3.013845,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"STORE","z",0.899175,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"EFFECT","z",0.830675,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"STRESS","z",0.867195,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"YOUNG","z",1.269815,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"DIRT","slash",1.77555,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",41,3,NA,NA,"23",NA
"THIRST","slash",0.9812,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",29,4,NA,NA,"16",NA
"BRAIN","z",2.06082,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"NECK","z",0.75696,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"FOOD","z",0.783445,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"GLORY","z",0.761315,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"INHALE","z",0.88015,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",19,4,"Identical",NA,NA,NA
"ITCH","z",0.776795,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"TIGER","slash",0.746115,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",8,1,NA,NA,"7","15"
"SELF","slash",2.325525,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"OUTTAKE","z",0.6783,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"TENNIS","slash",0.765635,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",4,4,NA,NA,"4","22"
"SHORT","slash",0.81669,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",2,1,NA,NA,"4",NA
"JACKET","z",1.280725,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"WHERE","slash",0.692445,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",40,1,NA,NA,"11","47"
"DEVIL","slash",0.896985,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",9,3,NA,NA,"5",NA
"SUPPER","z",0.75861,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",37,4,"Identical",NA,NA,NA
"DREAM","slash",2.118785,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"ENGLISH","z",0.801275,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"SURE","z",0.96796,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"MOST","slash",0.96405,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,"Studied",42,4,NA,NA,"25",NA
"SMALL","z",3.691755,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"BIKE","z",1.31049,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"SHIP","z",1.186965,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
"HEAR","z",1.035795,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"STING","z",1.28233,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,"Unrelated",NA,NA,NA
"FRONT","z",0.93495,"SS",1,"2020-07-12_10h21.36.276","DelayedExp","2020.1.3",60,NA,NA,NA,NA,NA,NA,NA
