RecalledWord,StudyPosition,Block
ARGUE,1,1
WILD,2,1
LESS,3,1
SOAP,4,1
THREAD,5,1
MOTHER,6,1
TOES,7,1
MIDDLE,8,1
BUCKET,9,1
NEWS,10,1
PAIN,11,1
BALLET,12,1
SLOW,13,1
KIDNAP,14,1
BUTTER,15,1
WINTER,16,1
NOSE,17,1
ALIVE,18,1
CHAIN,19,1
PURPLE,20,1
TENNIS,21,1
STATES,22,1
SQUARE,23,1
THIRST,24,1
TOUR,25,1
CLUE,26,1
HUNGER,27,1
SPIDER,28,1
INHALE,29,1
BORROW,30,1
LOOK,31,1
VERB,32,1
TEST,33,1
NAVY,34,1
CANDLE,35,1
SEEK,36,1
WAITER,37,1
READ,38,1
MOST,39,1
SUPPER,40,1
BRANCH,41,1
FIRST,42,1
MINUTE,1,2
PHONE,2,2
TIGER,3,2
GRASS,4,2
WHERE,5,2
FINGER,6,2
LEAVES,7,2
MINUS,8,2
THERE,9,2
FOUND,10,2
EARLY,11,2
SHOVE,12,2
QUART,13,2
PLANT,14,2
GIRLS,15,2
TEETH,16,2
HORSE,17,2
MEAN,18,2
ANIMAL,19,2
DOLLAR,20,2
FENCE,21,2
CANCER,22,2
UNCLE,23,2
SHARK,24,2
WORST,25,2
BEHIND,26,2
ROCK,27,2
ENTER,28,2
THROW,29,2
QUEEN,30,2
LEMON,31,2
CORAL,32,2
BEFORE,33,2
CLOCK,34,2
WHOLE,35,2
YOURS,36,2
CLOSE,37,2
MUSCLE,38,2
PEPPER,39,2
SPOON,40,2
OFFICE,41,2
SHORT,42,2
GUITAR,1,3
EGGS,2,3
FLOWER,3,3
BOMB,4,3
STAIRS,5,3
WEST,6,3
CLAM,7,3
BEACH,8,3
STORY,9,3
FISH,10,3
CHEESE,11,3
STOP,12,3
YELLOW,13,3
LENGTH,14,3
GROSS,15,3
CRACKER,16,3
BIRD,17,3
OUTTAKE,18,3
MONEY,19,3
SHEETS,20,3
JAIL,21,3
RIGHT,22,3
HORN,23,3
GLORY,24,3
SONG,25,3
CHAIR,26,3
WORK,27,3
LAWYER,28,3
CHANGE,29,3
PICKLE,30,3
ORANGE,31,3
NICKEL,32,3
TWELVE,33,3
DAGGER,34,3
FRIGHT,35,3
STREAM,36,3
SMOOTH,37,3
DREAM,38,3
NEPHEW,39,3
NUMBER,40,3
WEIGHT,41,3
SELLER,42,3
MINOR,1,4
LAND,2,4
SWEET,3,4
KILL,4,4
HOOP,5,4
PRESENT,6,4
TRAIN,7,4
WORLD,8,4
SOUTH,9,4
BRIDE,10,4
SMILE,11,4
JUMP,12,4
LEARN,13,4
STOMACH,14,4
DEAF,15,4
KISS,16,4
NOISE,17,4
THIEF,18,4
DOOR,19,4
SHOES,20,4
FIVE,21,4
HOTEL,22,4
BLACK,23,4
CAMP,24,4
GHOST,25,4
TIGHT,26,4
SMOKE,27,4
STARS,28,4
PICTURE,29,4
POUND,30,4
DEVIL,31,4
LAKE,32,4
ROAD,33,4
BELOW,34,4
TRASH,35,4
WHEAT,36,4
SWAMP,37,4
DUSK,38,4
SORRY,39,4
DIRT,40,4
FROG,41,4
GEEK,42,4
