participant,session,date,expName,psychopyVersion,frameRate,RecalledWord,RT,Prime,PrimeCon,PrimeDuration,OutputPosition,Block
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,SMALL,1953.66,firstword,firstword,,1,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,PENCIL,2202.05,JEANS,Identical,2.835000007,2,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,FIRE,2165.38,DIRT,Unrelated,1.424999995,3,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,EFFECT,2402.935,ALLERGY,Related,1.300000004,4,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,NINE,1548.935,HAUL,Related,0.514999992,5,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,MONKEYS,2598.695,PRIDE,Identical,1.279999997,6,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,SPICE,1965.415,PLAN,Identical,1.209999988,7,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,CAKE,1831.445,SWAMP,Unrelated,1.284999991,8,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,MAD,1598.4,ALLOW,Identical,1.520000005,9,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,TIRED,2169.3,TIRED,Identical,1.170000003,10,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,UNCERTAIN,3235.065,CLEVER,Related,1.195000004,11,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,MADE,2666.065,FRONT,Identical,1.195000004,12,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,SAIL,5417.83,MAID,Identical,1.210000002,13,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,SURE,7198.23,GHOST,Unrelated,1.285000006,14,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7996.925,CAMP,Unrelated,2.420000004,15,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,XXXXX,7996.47,TOASTER,Related,2.139999997,16,1
MR,1,2020-12-10_14h01.25.075,S2.1ConstantTotalFinal,2020.1.3,60,PART,2681.43,VAGUE,Related,2.11500001,17,1
