DelayedWord,DelayedRT
TRAIN,4416.675
CHAIN,1935.935
PURPLE,1468.33
BLACK,1283.025
ORANGE,1734.565
SAD,1868.52
MOTHER,1215.685
WAITER,1516.39
FISH,1399.715
CLAM,1133.705
BIRD,1783.165
BEACH,1517.185
SOAP,1283.88
NEWS,1317.02
FLASH,1400.375
DIRT,2166.045
TRASH,1349.725
CHAIR,2399.22
PHONE,8001.03
CANCER,2600.57
,8000.41
BRANCH,8000.92
DOOR,7999.815
SHOE,8000.075
STORY,7999.445
SELLER,7999.915
SHEET,7999.415
BEFORE,7999.51
ENTER,5637.3
SPOON,1748.995
RIGHT,1082.57
,7999.38
,7999.035
HORSE,2366.11
ANIMAL,1532.36
SHARK,3900.085
,7999.235
BOMB,3401.145
,7999.79
THROW,7999.42
CHEESE,7999.74
,8000.78
,7999.695
,8000.105
,7999.3
WILD,6437.63
LIVE,6601.02
,7999.92
,7999.03
,7999.535
,7999.25
,7999.505
,7993.74
,7999.025
,8001.73
,7999.715
,8001.52
,8001.205
,7999.44
,7998.8
,7998.08
,8001.54
,7999.495
,8000.46
,8001.785
,8000.435
,7999.395
,7999.04
,8000.495
,7999.455
,8000.33
,7998.67
,7999.46
,8000.645
,7999.245
,7999.72
,7999.68
,8000.19
,8001.19
,8000.02
,7999.165
,8000.275
,8000.69
,8000.135
,7999.28
,7999.405
,8000.9
,7999.895
,752.135
