"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"HORSE",1374.285,"Studied",24,1,NA,"4","Related","AUNT","UNCLE",NA
"BIRD",1866.165,"Studied",5,2,NA,"20","Identical","TWELVE",NA,NA
"YELLOW",1769.125,"Studied",40,2,NA,"1","firstword","firstword",NA,NA
"ORANGE",2032.9,"Studied",42,2,NA,"2","Related","SALTINE","CRACKER",NA
"OFFICE",1533.255,"Studied",7,1,NA,"12","Unrelated","HATE",NA,NA
"FRIGHT",1333.605,"Studied",18,2,NA,"17","Related","DIGIT","NUMBER","SCARE"
"GLORY",1283.325,"Studied",8,2,NA,"16","Identical","WEST",NA,NA
"JAIL",1984.47,"Studied",7,2,NA,"12","Unrelated","MILK",NA,NA
"IRON",4250.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KISS",1032.25,"Studied",18,3,NA,"21","Related","MARSH","SWAMP","LIPS"
"GHOST",1200.87,"Studied",17,3,"Identical","22","Related","OUNCE","POUND",NA
"FROG",915.23,"Studied",16,3,NA,"23","Unrelated","SURE",NA,NA
"FIVE",1150.74,"Studied",20,3,"Identical","25","Related","APOLOGY","SORRY",NA
"LAKE",951.35,"Studied",19,3,NA,"24","Identical","HOOP",NA,"POND"
"ROAD",1116.155,"Studied",1,3,"Identical","14","Unrelated","CARRY",NA,NA
"KILL",1032.925,"Studied",2,3,NA,"16","Identical","LAND",NA,"SLAY"
"SHOE",1850.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAM",6217.58,"Studied",23,2,NA,"22","Unrelated","STUPID",NA,NA
"BEACH",1282.81,"Studied",22,2,NA,"21","Identical","FLOWER",NA,"SAND"
"",8000.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RABBI",8009.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RABBIT",1265.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CITY",6899.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLOUD",4933.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKY",1518.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEEK",5567.115,"Studied",33,3,NA,"5","Identical","TRASH",NA,NA
"CENTER",1282.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEARN",1749.135,"Studied",32,3,NA,"4,13","Identical","GHOST",NA,NA
"BLACK",7495.84,"Studied",27,3,NA,"10","Related","HONEY","SWEET",NA
"",7999.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOY",4393.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8002.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUCKET",3351.33,"Studied",6,4,"Identical",NA,NA,NA,NA,NA
"",7999.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7990.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3455.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7998.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7993.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7998.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8001.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7999.395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8000.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
