DelayedWord,DelayedRT
,8000.26
COLLECT,4782.68
KNIT,4498.585
NIGHT,1799.335
LIGHT,1983.11
GUILT,1700.7
EFFECT,2548.66
SLEEP,2582.88
BOSS,3382.83
,8000.33
CHAIN,1766.845
JEANS,2701.605
JACKET,1382.665
,8001.23
KNIT,1181.195
TIRED,4750.52
HAPPY,2732.265
SAD,1001.47
TEAR,1517.18
SING,2817.09
MUSIC,1166.26
,8002.425
,7998.97
SKIN,1247.94
HEAD,1316.875
LOVE,2183.145
,8000.195
,7999.925
GRAIN,3416.46
PLEAD,6982.905
,8000.64
,8001.095
MUSIC,3533.075
CHILD,2410.375
LAUGH,4537.6
,7999.23
,7999.62
BOARD,1249.92
ROOF,1027.52
,7995.83
,7997.295
PRIZE,2512.92
GAME,6479.51
,8000.04
FUNERALLCOMMANDALCOMMA,7993.93
FUNERAL,6309.875
COLONY,1789.07
ELECT,4607.78
,8000.495
,8003.085
,7993.14
,8007.585
,7990.02
,8024.2
,8000.06
,7999.835
,7993.805
,7994.485
,7990.61
,8000.015
,7999.505
,7996.11
,7995.995
,7994.61
HEAR,497.975
LIGHT,7233.585
NIGHT,2282.01
,7999.41
,7999.595
,7999.885
,7999.815
,8001.1
,8000.64
,8000
,7999.23
,8000.345
,7999.61
,8000.775
,7999.195
,8000.215
,8000.58
,8000.44
,7999.725
,8002.355
,7999.06
,8001.43
,7992.685
,7989.325
,7989.565
,7999.13
,7999.615
,1432.645
