RecalledWord,StudyPosition,Block
SELLER,1,1
CLAM,2,1
MONEY,3,1
DREAM,4,1
GLORY,5,1
STREAM,6,1
OUTTAKE,7,1
DAGGER,8,1
FLOWER,9,1
WEST,10,1
BOMB,11,1
HORN,12,1
RIGHT,13,1
PICKLE,14,1
LENGTH,15,1
STAIRS,16,1
CHEESE,17,1
CRACKER,18,1
GROSS,19,1
SMOOTH,20,1
FISH,21,1
BEACH,22,1
CHANGE,23,1
CHAIR,24,1
SONG,25,1
STORY,26,1
SHEETS,27,1
LAWYER,28,1
FRIGHT,29,1
TWELVE,30,1
EGGS,31,1
WEIGHT,32,1
NEPHEW,33,1
ORANGE,34,1
GUITAR,35,1
BIRD,36,1
STOP,37,1
NICKEL,38,1
JAIL,39,1
NUMBER,40,1
YELLOW,41,1
WORK,42,1
POUND,1,2
MINOR,2,2
HOOP,3,2
STARS,4,2
LAKE,5,2
SWEET,6,2
PICTURE,7,2
GEEK,8,2
FROG,9,2
DOOR,10,2
TIGHT,11,2
GHOST,12,2
SMILE,13,2
TRASH,14,2
BELOW,15,2
JUMP,16,2
WHEAT,17,2
DEVIL,18,2
STOMACH,19,2
ROAD,20,2
NOISE,21,2
LEARN,22,2
THIEF,23,2
SHOES,24,2
KILL,25,2
SMOKE,26,2
DEAF,27,2
TRAIN,28,2
KISS,29,2
PRESENT,30,2
WORLD,31,2
SORRY,32,2
CAMP,33,2
SWAMP,34,2
DIRT,35,2
HOTEL,36,2
BRIDE,37,2
BLACK,38,2
LAND,39,2
DUSK,40,2
FIVE,41,2
SOUTH,42,2
TOUR,1,3
NAVY,2,3
THIRST,3,3
MOTHER,4,3
THREAD,5,3
WILD,6,3
KIDNAP,7,3
SOAP,8,3
MOST,9,3
LOOK,10,3
CLUE,11,3
BALLET,12,3
NOSE,13,3
TENNIS,14,3
BORROW,15,3
NEWS,16,3
WINTER,17,3
FIRST,18,3
TEST,19,3
SLOW,20,3
BUCKET,21,3
PURPLE,22,3
VERB,23,3
WAITER,24,3
STATES,25,3
SEEK,26,3
SQUARE,27,3
BRANCH,28,3
CANDLE,29,3
PAIN,30,3
HUNGER,31,3
READ,32,3
INHALE,33,3
TOES,34,3
ALIVE,35,3
ARGUE,36,3
LESS,37,3
BUTTER,38,3
SUPPER,39,3
MIDDLE,40,3
CHAIN,41,3
SPIDER,42,3
ROCK,1,4
WHOLE,2,4
SHARK,3,4
FINGER,4,4
HORSE,5,4
EARLY,6,4
ANIMAL,7,4
QUART,8,4
SHOVE,9,4
TIGER,10,4
MINUTE,11,4
PHONE,12,4
CLOSE,13,4
FOUND,14,4
SPOON,15,4
FENCE,16,4
OFFICE,17,4
PLANT,18,4
MINUS,19,4
GIRLS,20,4
MUSCLE,21,4
WHERE,22,4
GRASS,23,4
BEHIND,24,4
MEAN,25,4
DOLLAR,26,4
YOURS,27,4
WORST,28,4
UNCLE,29,4
CORAL,30,4
PEPPER,31,4
THROW,32,4
CANCER,33,4
CLOCK,34,4
QUEEN,35,4
LEMON,36,4
BEFORE,37,4
ENTER,38,4
SHORT,39,4
THERE,40,4
LEAVES,41,4
TEETH,42,4
