DelayedWord,DelayedRT
SMOKE,2390.09
STAR,2384.165
DUSK,1035.48
YELLOW,2919.77
CHEESE,3061.16
CLAMS,994.8049999
BUCKET,1999.815
WAITER,2900.08
BEACH,5999.63
STREAM,4649.58
LAWYER,1615.345
SMOOTH,1382.76
DAGGER,1082.89
GUITAR,2016.225
CHAIR,3283.345
FLOWER,1937.41
NUMBER,1332.8
DREAM,3582.9
EGGS,3465.965
ORANGE,1165.66
DOZEN,2183.815
BOMB,2432.46
JAIL,3199.155
CHAIN,1439.76
LAKE,2666.945
ROAD,866.235
SHOES,966.0049999
GRASS,5616.605
LEAVES,3115.285
SHORT,982.8250001
STONE,1283.6
SHOVE,949.87
QUEEN,1126.56
TIGER,1683.055
HORSE,2116.615
SHARK,1299.47
CORAL,1099.525
ANIMAL,3266.815
UNCLE,2148.83
SHOVE,1066.63
STONE,2033.655
PEPPER,1715.94
SPOON,1299.565
LEMON,3683.025
PURPLE,7999.555
SUPPER,3382.99
SOAP,7999.86
,7999.205
NATIONAL,3066.475
BELOW,7228.445
BRIDE,2031.15
,7999.79
,7989.49
MONEY,7999.28
,7995.185
,8001.03
DOOR,1581.605
,7997.72
,7999.195
,7992.96
NEWS,7999.15
STAIRS,4728.325
,7999.855
,7999.45
,8013.075
,7999.355
,7994.365
,7994.975
BALLET,2255.365
,7995.62
,7994.38
,8002.185
OFFICE,1411.915
,8003.33
,7995.185
,8020.345
,7990.455
,8004.48
,7999.215
,8004.155
,7995.51
,7995.23
,7993.035
,7999.315
,7995.5
,7999.705
BOAT,5598.925
NAVY,1432.505
,7999.905
,7995.68
,7995.015
,7997.015
CLOCK,3447.495
TIME,945.785
,7999.885
,7999.46
,7988.955
,7996.435
,7995.11
,7995.205
