RecalledWord,StudyPosition,Block
DEAF,1,1
JUMP,2,1
PICTURE,3,1
BLACK,4,1
POUND,5,1
LAND,6,1
SWEET,7,1
FIVE,8,1
DOOR,9,1
SWAMP,10,1
BRIDE,11,1
ROAD,12,1
SMOKE,13,1
STARS,14,1
HOOP,15,1
DEVIL,16,1
SOUTH,17,1
GEEK,18,1
LEARN,19,1
HOTEL,20,1
STOMACH,21,1
SORRY,22,1
TRAIN,23,1
DIRT,24,1
PRESENT,25,1
DUSK,26,1
SHOES,27,1
WORLD,28,1
FROG,29,1
WHEAT,30,1
GHOST,31,1
KILL,32,1
MINOR,33,1
CAMP,34,1
KISS,35,1
TIGHT,36,1
TRASH,37,1
THIEF,38,1
LAKE,39,1
NOISE,40,1
SMILE,41,1
BELOW,42,1
SOAP,1,2
FIRST,2,2
INHALE,3,2
CHAIN,4,2
SEEK,5,2
ARGUE,6,2
WAITER,7,2
THIRST,8,2
BALLET,9,2
LOOK,10,2
KIDNAP,11,2
STATES,12,2
WINTER,13,2
NOSE,14,2
TOUR,15,2
BRANCH,16,2
BUCKET,17,2
HUNGER,18,2
BUTTER,19,2
CLUE,20,2
MOST,21,2
THREAD,22,2
WILD,23,2
NEWS,24,2
BORROW,25,2
NAVY,26,2
TEST,27,2
SPIDER,28,2
SLOW,29,2
CANDLE,30,2
TOES,31,2
PAIN,32,2
VERB,33,2
SUPPER,34,2
MIDDLE,35,2
SQUARE,36,2
MOTHER,37,2
LESS,38,2
PURPLE,39,2
ALIVE,40,2
READ,41,2
TENNIS,42,2
GRASS,1,3
CANCER,2,3
QUEEN,3,3
ENTER,4,3
DOLLAR,5,3
ANIMAL,6,3
SHOVE,7,3
UNCLE,8,3
LEMON,9,3
FINGER,10,3
EARLY,11,3
ROCK,12,3
YOURS,13,3
BEFORE,14,3
FENCE,15,3
HORSE,16,3
PEPPER,17,3
WHOLE,18,3
FOUND,19,3
THROW,20,3
CLOSE,21,3
MUSCLE,22,3
WORST,23,3
LEAVES,24,3
SHORT,25,3
BEHIND,26,3
MINUTE,27,3
MINUS,28,3
CLOCK,29,3
PHONE,30,3
QUART,31,3
GIRLS,32,3
OFFICE,33,3
TIGER,34,3
WHERE,35,3
SPOON,36,3
PLANT,37,3
SHARK,38,3
TEETH,39,3
CORAL,40,3
THERE,41,3
MEAN,42,3
DAGGER,1,4
GUITAR,2,4
WORK,3,4
EGGS,4,4
TWELVE,5,4
BOMB,6,4
RIGHT,7,4
LENGTH,8,4
NICKEL,9,4
STAIRS,10,4
SHEETS,11,4
STOP,12,4
BIRD,13,4
WEST,14,4
NEPHEW,15,4
FISH,16,4
GROSS,17,4
SMOOTH,18,4
DREAM,19,4
LAWYER,20,4
FLOWER,21,4
CHAIR,22,4
NUMBER,23,4
FRIGHT,24,4
SELLER,25,4
YELLOW,26,4
CHANGE,27,4
STREAM,28,4
HORN,29,4
PICKLE,30,4
OUTTAKE,31,4
GLORY,32,4
ORANGE,33,4
BEACH,34,4
CRACKER,35,4
WEIGHT,36,4
SONG,37,4
MONEY,38,4
STORY,39,4
JAIL,40,4
CLAM,41,4
CHEESE,42,4
