DelayedWord,DelayedRT
STREET,5608.43
VOLCANO,1525.34
COVER,992.945
HAIR,1042.98
STORE,2209.215
SHIRT,1131.325
WEIRD,1016.535
LOSE,2166
NONE,1282.495
FINISH,6166.31
MAID,1108.205
JEANS,1700.13
SILK,1613.19
PAPER,999.08
CAKE,1417.195
OVEN,1066.255
SMALL,2082.915
LARGE,1093.53
,7999.515
MARRY,1716.37
MARRIAGE,1314.92
CLIMB,1149.515
LONELY,1532.575
POISON,1382.725
STING,949.92
TOOTH,1032.935
FENCE,1765.965
WOOD,851.355
,7999.615
CUSHION,1399.17
,7999.435
CASTLE,1615.15
MASTER,1066.605
BOSS,3148.8
STRIPE,6866.37
STRIPES,1381.38
,7999.185
BOY,2465.08
SHIP,894.395
BOAT,1388.485
SINK,2850.245
CLEAN,2649.975
,7991.625
LONE,875.735
MISS,743.815
,7999.425
STRANGE,1298.34
CLEAR,2599.245
PROVE,4732.63
,8000.7
PILLOW,2233.19
,7999.615
,7997.49
CROSS,4548.49
,7998.29
,7997.61
DEATH,1166.255
DIE,733.245
,7999.59
ROAD,5381.45
ROCKY,1281.7
,7999.98
ORANGE,1265.035
POOR,3484.095
MARRIAGE,2781.705
DRESS,4031.785
,7998.21
ROOF,792.405
CEILING,1349.055
BOAT,1749.755
,7999.745
SKY,1583.23
,8000.13
WORD,1331.885
SWORD,5515.69
MAGIC,998.475
TREE,1119.14
GAME,861.455
BOARD,1032.665
PLAY,910.345
MAN,616.695
FAKE,3866.265
REAL,1082.65
,7999.57
,7998.315
JUSTICE,1715.13
HEAD,5783.335
SMALL,2299.19
BRAIN,883.425
DONKEY,1033.23
GOAT,960.95
MILK,1032.935
BRAIN,932.64
LARGE,1115.67
SKULL,1232.89
EXPLODE,2056.9
,7999.055
SMART,1099.54
BUY,5400.02
PURCHASE,1483.05
