RecalledWord,StudyPosition,Block
OUTTAKE,1,1
RIGHT,2,1
DAGGER,3,1
HORN,4,1
EGGS,5,1
STOP,6,1
BEACH,7,1
WEIGHT,8,1
STAIRS,9,1
BOMB,10,1
GUITAR,11,1
CRACKER,12,1
FISH,13,1
WEST,14,1
FRIGHT,15,1
BIRD,16,1
ORANGE,17,1
NUMBER,18,1
SMOOTH,19,1
SONG,20,1
SELLER,21,1
SHEETS,22,1
STORY,23,1
PICKLE,24,1
GLORY,25,1
DREAM,26,1
LAWYER,27,1
YELLOW,28,1
WORK,29,1
FLOWER,30,1
GROSS,31,1
NEPHEW,32,1
NICKEL,33,1
LENGTH,34,1
CHANGE,35,1
CLAM,36,1
TWELVE,37,1
CHEESE,38,1
CHAIR,39,1
STREAM,40,1
MONEY,41,1
JAIL,42,1
CAMP,1,2
THIEF,2,2
FROG,3,2
WHEAT,4,2
ROAD,5,2
SOUTH,6,2
KILL,7,2
LEARN,8,2
PRESENT,9,2
LAKE,10,2
FIVE,11,2
POUND,12,2
SORRY,13,2
TRAIN,14,2
DEVIL,15,2
SMOKE,16,2
PICTURE,17,2
MINOR,18,2
LAND,19,2
SMILE,20,2
DOOR,21,2
DEAF,22,2
TRASH,23,2
GEEK,24,2
WORLD,25,2
BELOW,26,2
NOISE,27,2
HOOP,28,2
DIRT,29,2
TIGHT,30,2
BLACK,31,2
JUMP,32,2
SHOES,33,2
GHOST,34,2
BRIDE,35,2
DUSK,36,2
KISS,37,2
STOMACH,38,2
SWAMP,39,2
HOTEL,40,2
SWEET,41,2
STARS,42,2
SQUARE,1,3
BRANCH,2,3
NAVY,3,3
TOUR,4,3
NEWS,5,3
WINTER,6,3
ALIVE,7,3
THIRST,8,3
WAITER,9,3
LOOK,10,3
BORROW,11,3
VERB,12,3
READ,13,3
BUCKET,14,3
STATES,15,3
KIDNAP,16,3
ARGUE,17,3
WILD,18,3
TEST,19,3
SOAP,20,3
BALLET,21,3
TOES,22,3
MOTHER,23,3
BUTTER,24,3
THREAD,25,3
SLOW,26,3
LESS,27,3
PURPLE,28,3
PAIN,29,3
TENNIS,30,3
INHALE,31,3
HUNGER,32,3
MOST,33,3
CLUE,34,3
SPIDER,35,3
SUPPER,36,3
NOSE,37,3
MIDDLE,38,3
CHAIN,39,3
SEEK,40,3
CANDLE,41,3
FIRST,42,3
MEAN,1,4
TIGER,2,4
YOURS,3,4
DOLLAR,4,4
HORSE,5,4
MINUS,6,4
GRASS,7,4
CLOSE,8,4
LEMON,9,4
WHERE,10,4
OFFICE,11,4
PEPPER,12,4
BEFORE,13,4
SHORT,14,4
MINUTE,15,4
SHARK,16,4
FENCE,17,4
MUSCLE,18,4
LEAVES,19,4
SHOVE,20,4
CLOCK,21,4
BEHIND,22,4
UNCLE,23,4
ANIMAL,24,4
PHONE,25,4
ENTER,26,4
PLANT,27,4
THROW,28,4
TEETH,29,4
ROCK,30,4
FOUND,31,4
WHOLE,32,4
WORST,33,4
GIRLS,34,4
THERE,35,4
QUEEN,36,4
SPOON,37,4
EARLY,38,4
QUART,39,4
FINGER,40,4
CANCER,41,4
CORAL,42,4
