RecalledWord,StudyPosition,Block
DEAF,1,1
KILL,2,1
DOOR,3,1
LAKE,4,1
STARS,5,1
GEEK,6,1
FIVE,7,1
WHEAT,8,1
PRESENT,9,1
HOTEL,10,1
LAND,11,1
SMILE,12,1
TIGHT,13,1
LEARN,14,1
BRIDE,15,1
BLACK,16,1
PICTURE,17,1
DUSK,18,1
ROAD,19,1
SORRY,20,1
SOUTH,21,1
DEVIL,22,1
KISS,23,1
BELOW,24,1
THIEF,25,1
SWEET,26,1
JUMP,27,1
NOISE,28,1
SWAMP,29,1
TRAIN,30,1
MINOR,31,1
DIRT,32,1
SHOES,33,1
CAMP,34,1
WORLD,35,1
POUND,36,1
STOMACH,37,1
FROG,38,1
SMOKE,39,1
TRASH,40,1
GHOST,41,1
HOOP,42,1
TOUR,1,2
CANDLE,2,2
WAITER,3,2
SQUARE,4,2
STATES,5,2
SOAP,6,2
TEST,7,2
BALLET,8,2
MIDDLE,9,2
TOES,10,2
SEEK,11,2
CHAIN,12,2
SPIDER,13,2
ARGUE,14,2
NAVY,15,2
LESS,16,2
PAIN,17,2
THREAD,18,2
ALIVE,19,2
NEWS,20,2
PURPLE,21,2
HUNGER,22,2
THIRST,23,2
VERB,24,2
MOST,25,2
CLUE,26,2
BUTTER,27,2
BORROW,28,2
READ,29,2
NOSE,30,2
SLOW,31,2
INHALE,32,2
KIDNAP,33,2
MOTHER,34,2
SUPPER,35,2
TENNIS,36,2
WILD,37,2
BRANCH,38,2
FIRST,39,2
WINTER,40,2
BUCKET,41,2
LOOK,42,2
CANCER,1,3
CLOCK,2,3
PHONE,3,3
OFFICE,4,3
MEAN,5,3
UNCLE,6,3
PLANT,7,3
WHOLE,8,3
LEMON,9,3
GRASS,10,3
QUEEN,11,3
BEHIND,12,3
TEETH,13,3
WORST,14,3
YOURS,15,3
CLOSE,16,3
THROW,17,3
TIGER,18,3
CORAL,19,3
SHARK,20,3
MUSCLE,21,3
SHOVE,22,3
WHERE,23,3
LEAVES,24,3
THERE,25,3
DOLLAR,26,3
PEPPER,27,3
HORSE,28,3
MINUTE,29,3
GIRLS,30,3
FOUND,31,3
EARLY,32,3
ENTER,33,3
FENCE,34,3
ANIMAL,35,3
SPOON,36,3
BEFORE,37,3
FINGER,38,3
MINUS,39,3
QUART,40,3
ROCK,41,3
SHORT,42,3
BIRD,1,4
WEIGHT,2,4
NICKEL,3,4
DREAM,4,4
HORN,5,4
GROSS,6,4
CRACKER,7,4
DAGGER,8,4
BOMB,9,4
FRIGHT,10,4
PICKLE,11,4
TWELVE,12,4
SONG,13,4
WORK,14,4
WEST,15,4
STAIRS,16,4
GLORY,17,4
LAWYER,18,4
SELLER,19,4
BEACH,20,4
FLOWER,21,4
FISH,22,4
MONEY,23,4
GUITAR,24,4
NEPHEW,25,4
ORANGE,26,4
SMOOTH,27,4
OUTTAKE,28,4
CLAM,29,4
CHAIR,30,4
RIGHT,31,4
YELLOW,32,4
SHEETS,33,4
NUMBER,34,4
LENGTH,35,4
EGGS,36,4
CHEESE,37,4
STOP,38,4
CHANGE,39,4
STREAM,40,4
JAIL,41,4
STORY,42,4
