DelayedWord,DelayedRT
NE,7967
NEPHEW,4418
FIVE,1619
BELOW,1613
THIRST,3752
FIRST,1633
THERE,6811
WHERE,1717
LOOK,1338
MOVE,5617
OUTTAKE,3741
,8019
,8002
,2931
PICKLE,3727
CHAIR,3080
,7786
,55
,155
,250
,492
,342
,341
,300
,254
,256
,142
,300
,254
,250
,191
,200
,255
,252
,297
,300
,254
,197
,240
,200
,357
,255
,354
,329
,400
,454
,492
,500
,398
,343
,396
,401
,397
,354
,241
,400
,355
,397
,341
,341
,400
,297
,299
,193
,251
,254
,196
,200
,254
,149
,197
,401
,254
,156
,250
,197
,242
,184
,255
,295
,242
,300
,397
,300
,295
,342
,401
,342
,400
,96
,142
,252
,149
,157
,134
,242
,301
,360
,255
,255
