RecalledWord,StudyPosition,Block
PLANT,1,1
GRASS,2,1
ROCK,3,1
LEAVES,4,1
THROW,5,1
QUEEN,6,1
CLOSE,7,1
OFFICE,8,1
CLOCK,9,1
GIRLS,10,1
BEHIND,11,1
MEAN,12,1
SHOVE,13,1
PEPPER,14,1
SPOON,15,1
UNCLE,16,1
BEFORE,17,1
CORAL,18,1
ENTER,19,1
HORSE,20,1
MINUTE,21,1
WHOLE,22,1
DOLLAR,23,1
MUSCLE,24,1
LEMON,25,1
FINGER,26,1
YOURS,27,1
QUART,28,1
CANCER,29,1
PHONE,30,1
SHARK,31,1
WORST,32,1
ANIMAL,33,1
FOUND,34,1
SHORT,35,1
WHERE,36,1
MINUS,37,1
EARLY,38,1
THERE,39,1
FENCE,40,1
TEETH,41,1
TIGER,42,1
TWELVE,1,2
HORN,2,2
SHEETS,3,2
FRIGHT,4,2
BOMB,5,2
FLOWER,6,2
GLORY,7,2
CHANGE,8,2
BIRD,9,2
BEACH,10,2
LAWYER,11,2
NEPHEW,12,2
GUITAR,13,2
STORY,14,2
STAIRS,15,2
OUTTAKE,16,2
MONEY,17,2
CHAIR,18,2
SMOOTH,19,2
LENGTH,20,2
YELLOW,21,2
PICKLE,22,2
FISH,23,2
WEST,24,2
EGGS,25,2
CRACKER,26,2
GROSS,27,2
RIGHT,28,2
NICKEL,29,2
STOP,30,2
DREAM,31,2
ORANGE,32,2
JAIL,33,2
WORK,34,2
CHEESE,35,2
DAGGER,36,2
WEIGHT,37,2
STREAM,38,2
SELLER,39,2
NUMBER,40,2
SONG,41,2
CLAM,42,2
LAKE,1,3
HOTEL,2,3
SMILE,3,3
MINOR,4,3
CAMP,5,3
KILL,6,3
HOOP,7,3
FROG,8,3
LEARN,9,3
NOISE,10,3
JUMP,11,3
DEVIL,12,3
BLACK,13,3
SWAMP,14,3
BELOW,15,3
SORRY,16,3
TRAIN,17,3
THIEF,18,3
TRASH,19,3
DEAF,20,3
SMOKE,21,3
PICTURE,22,3
STARS,23,3
DUSK,24,3
LAND,25,3
SOUTH,26,3
SWEET,27,3
GHOST,28,3
TIGHT,29,3
POUND,30,3
GEEK,31,3
SHOES,32,3
WHEAT,33,3
DOOR,34,3
PRESENT,35,3
BRIDE,36,3
ROAD,37,3
FIVE,38,3
WORLD,39,3
DIRT,40,3
KISS,41,3
STOMACH,42,3
THREAD,1,4
KIDNAP,2,4
SQUARE,3,4
NOSE,4,4
SOAP,5,4
WAITER,6,4
TOES,7,4
CANDLE,8,4
NAVY,9,4
MIDDLE,10,4
HUNGER,11,4
CLUE,12,4
ARGUE,13,4
SLOW,14,4
BRANCH,15,4
READ,16,4
BALLET,17,4
LESS,18,4
FIRST,19,4
WILD,20,4
THIRST,21,4
CHAIN,22,4
INHALE,23,4
TOUR,24,4
MOTHER,25,4
ALIVE,26,4
NEWS,27,4
LOOK,28,4
TEST,29,4
PAIN,30,4
WINTER,31,4
PURPLE,32,4
BUTTER,33,4
SEEK,34,4
TENNIS,35,4
SUPPER,36,4
MOST,37,4
VERB,38,4
BORROW,39,4
SPIDER,40,4
STATES,41,4
BUCKET,42,4
